PROTID	GENEID	18381_Liu_MAC3_C_GFP1_BIO1_S1_C12_1_INT	18382_Liu_MAC3_C_GFP2_BIO1_S1_D1_1_INT	18383_Liu_MAC3_C_GFP3_BIO1_S1_D2_1_INT	18385_Liu_MAC3_C_GFP4_BIO1_S1_D4_1_INT	18386_Liu_MAC3_C_GFP5_BIO1_S1_D5_1_INT	18387_Liu_MAC3_C_GFP6_BIO1_S1_D6_1_INT	18389_Liu_MAC3_C_GFP7_BIO1_S1_D8_1_INT	18390_Liu_MAC3_C_GFP8_BIO1_S1_D9_1_INT	18391_Liu_MAC3_C_GFP9_BIO1_S1_D10_1_INT	18422_Liu_MAC3_C_GFP1_BIO2_S3_A2_1_INT	18423_Liu_MAC3_C_GFP2_BIO2_S3_A3_1_INT	18424_Liu_MAC3_C_GFP3_BIO2_S3_A4_1_INT	18426_Liu_MAC3_C_GFP4_BIO2_S3_A6_1_INT	18427_Liu_MAC3_C_GFP5_BIO2_S3_A7_1_INT	18428_Liu_MAC3_C_GFP6_BIO2_S3_A8_1_INT	18430_Liu_MAC3_C_GFP7_BIO2_S3_A10_1_INT	18431_Liu_MAC3_C_GFP8_BIO2_S3_A11_1_INT	18432_Liu_MAC3_C_GFP9_BIO2_S3_A12_1_INT	18434_Liu_MAC3_C_GFP1_BIO3_S3_B2_1_INT	18435_Liu_MAC3_C_GFP2_BIO3_S3_B3_1_INT	18436_Liu_MAC3_C_GFP3_BIO3_S3_B4_1_INT	18438_Liu_MAC3_C_GFP4_BIO3_S3_B6_1_INT	18439_Liu_MAC3_C_GFP5_BIO3_S3_B7_1_INT	18440_Liu_MAC3_C_GFP6_BIO3_S3_B8_1_INT	18442_Liu_MAC3_C_GFP7_BIO3_S3_B10_1_INT	18443_Liu_MAC3_C_GFP8_BIO3_S3_B11_1_INT	18444_Liu_MAC3_C_GFP9_BIO3_S3_B12_1_INT	18446_Liu_MAC3_C_GFP1_AP1_S3_C2_1_INT	18447_Liu_MAC3_C_GFP2_AP1_S3_C3_1_INT	18448_Liu_MAC3_C_GFP3_AP1_S3_C4_1_INT	18450_Liu_MAC3_C_GFP4_AP1_S3_C6_1_INT	18451_Liu_MAC3_C_GFP5_AP1_S3_C7_1_INT	18452_Liu_MAC3_C_GFP6_AP1_S3_C8_1_INT	18454_Liu_MAC3_C_GFP7_AP1_S3_C10_1_INT	18455_Liu_MAC3_C_GFP8_AP1_S3_C11_1_INT	18456_Liu_MAC3_C_GFP9_AP1_S3_C12_1_INT	18458_Liu_MAC3_C_GFP1_AP2_S3_D2_1_INT	18459_Liu_MAC3_C_GFP2_AP2_S3_D3_1_INT	18460_Liu_MAC3_C_GFP3_AP2_S3_D4_1_INT	18462_Liu_MAC3_C_GFP4_AP2_S3_D6_1_INT	18463_Liu_MAC3_C_GFP5_AP2_S3_D7_1_INT	18464_Liu_MAC3_C_GFP6_AP2_S3_D8_1_INT	18466_Liu_MAC3_C_GFP7_AP2_S3_D10_1_INT	18467_Liu_MAC3_C_GFP8_AP2_S3_D11_1_INT	18468_Liu_MAC3_C_GFP9_AP2_S3_D12_1_INT	18470_Liu_MAC3_C_GFP1_AP3_S3_E2_1_INT	18471_Liu_MAC3_C_GFP2_AP3_S3_E3_1_INT	18472_Liu_MAC3_C_GFP3_AP3_S3_E4_1_INT	18474_Liu_MAC3_C_GFP4_AP3_S3_E6_1_INT	18475_Liu_MAC3_C_GFP5_AP3_S3_E7_1_INT	18476_Liu_MAC3_C_GFP6_AP3_S3_E8_1_INT	18478_Liu_MAC3_C_GFP7_AP3_S3_E10_1_INT	18479_Liu_MAC3_C_GFP8_AP3_S3_E11_1_INT	18480_Liu_MAC3_C_GFP9_AP3_S3_E12_1_INT
O43592	XPOT	136294.03	170330.5	123185.08	62090.52	109034.2	127609.66	252481.3	217001.84	132223.0	162115.69	183102.52	120019.33	124973.25	118491.44	100901.99	190832.83	197713.97	142403.53	220841.94	174689.77	102724.21	55432.07	106760.234	109533.39	260170.47	165106.34	96461.33	267667.1	179411.8	203280.78	254161.02	211170.98	254054.4	179888.0	262008.7	230214.31	251087.64	192010.36	185187.9	297022.47	273923.12	253004.92	285801.3	248340.75	238228.53	294466.06	256337.98	203949.55	273259.66	293428.03	302152.25	291856.28	259835.1	215335.73
O43597	SPRY2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52039.58	44818.9	60609.242	51761.062	56616.117	59560.66	77755.63	63032.887	31852.973	69754.26	62149.58	62256.008	71741.8	48994.96	83039.06	71659.84	79063.266	54179.438	52316.453	30627.793	54830.68	68293.055	65449.633	91187.93	83341.195	81365.53	57407.57
O43598	DNPH1	48577.76	22835.182	98927.75	11479.067	110576.73	98202.125	105591.31	21213.463	0	47659.26	21390.512	105469.0	0	103343.95	99774.53	31069.498	15587.402	0	53323.062	42820.176	43605.203	0	42277.56	95091.42	119945.96	0	9033.659	101314.78	83099.516	117771.22	71935.46	132214.66	118197.3	99967.14	247595.34	76063.6	160067.06	111514.37	116752.02	117753.19	77185.875	99615.16	81769.13	187219.48	103888.45	143680.22	117379.94	119963.17	67091.234	119740.61	123845.18	69707.16	274489.16	119023.875
O43615	TIMM44	288010.34	300130.53	218373.6	351090.5	215052.16	228535.17	478881.72	439999.44	450123.5	235502.34	407450.2	230850.66	344434.44	322893.78	207260.56	303425.47	453091.4	395978.3	244149.8	315583.66	312699.06	336669.2	334322.0	210004.08	320337.9	331846.25	591734.7	174378.56	173888.8	157848.03	170482.47	234811.03	116583.53	110526.81	189132.61	252650.38	165860.9	125446.766	150659.17	137876.66	123487.625	121774.06	111952.164	209300.25	188741.1	172730.1	269140.03	161559.44	149463.27	186713.06	158148.36	112054.89	186141.45	273350.62
O43617	TRAPPC3	0	0	36621.93	0	0	51825.625	2976.9885	0	6674.6006	0	12776.668	47874.363	0	17407.3	46312.523	8143.4146	7408.9707	7908.637	0	12490.097	42583.484	0	18137.848	46810.05	0	7219.7	9410.246	0	0	26478.363	8340.027	8403.735	11494.389	25064.664	15116.422	6126.445	28983.96	6710.5195	7183.8174	6052.565	0	8491.496	11549.093	14427.793	7832.878	8575.285	0	10496.862	8465.155	6591.3	8109.0415	9434.962	10878.496	9179.796
O43657	TSPAN6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17386.244	0	0	0	0	0	0	0	0	12870.101	0	0	0	0	0	0	0	0	12364.677	0
O43660	PLRG1	237883.55	242357.47	244598.9	302639.0	323993.25	239214.73	283039.8	362452.6	428609.0	173857.58	326477.97	192366.92	319873.28	262878.7	270713.3	348352.62	342863.34	389322.72	227961.48	204479.16	241049.81	279239.47	236111.95	255988.56	358900.66	360889.53	368142.7	20261.607	22840.324	17603.994	38881.47	20638.025	21952.05	19772.066	28415.49	19730.408	0	39429.844	19156.875	44840.14	109054.65	20683.033	99257.8	24525.54	18527.719	111088.33	119037.125	19829.69	42924.69	39274.06	20898.988	20673.373	0	33954.547
O43663	PRC1	89739.08	11397.774	88904.38	15388.96	96211.49	80797.95	12714.175	12468.208	55210.957	12006.41	11167.247	78271.37	13263.716	83890.55	10001.854	9632.313	10414.862	8968.125	97936.59	10293.456	103075.16	12875.909	61927.75	72042.36	10385.869	11014.305	41880.812	123246.49	79733.36	80434.414	125371.9	76122.05	45345.19	42638.01	134753.58	98274.5	66025.484	53138.867	76324.18	116603.43	120518.37	55395.03	83713.0	131247.08	115396.07	123917.97	100767.69	94641.93	99752.81	112391.83	128382.766	94159.51	136335.33	113453.016
O43665	RGS10	0	0	11278.811	43312.97	0	6391.768	0	20638.84	29228.389	0	0	0	110909.47	11599.094	12175.058	0	73864.64	27648.254	0	0	9833.313	38966.992	0	16011.868	0	10928.641	23772.646	91436.03	19225.0	26498.996	31981.732	78506.17	0	0	0	26280.385	30704.377	30010.367	41502.414	28381.463	32317.455	38793.914	0	0	21867.5	21353.49	16083.809	38206.48	30947.463	0	0	0	0	0
O43670	ZNF207	31373.385	0	31334.021	0	30995.174	55389.574	0	0	0	27174.523	64794.28	49319.77	17321.846	59001.906	53563.965	0	0	0	40734.14	62838.727	42455.76	17183.045	42854.78	49288.32	0	0	0	0	0	15537.784	11648.399	11040.3545	0	11973.41	13791.525	0	0	0	0	0	11724.988	7819.073	0	17551.594	0	0	0	10455.994	0	13103.612	8868.2705	0	20272.152	0
O43674	NDUFB5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22989.105	0	23690.99	0	0	0	0	0	0	0	20585.557	0	0
O43678	NDUFA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21593.074	0	22626.674	0	0	0	0	30805.623	0	0	0	19010.986	0	0	0	0	35737.316	0	24369.338	0	23318.787	21716.955	0	0	0	31580.209
O43681	GET3	153230.19	152926.22	122669.055	108785.22	123317.62	113719.016	172184.92	142682.14	109251.54	154225.7	144445.67	115583.9	100235.19	133603.53	125191.46	161137.38	137352.55	117428.92	150713.08	160594.05	118658.56	91533.9	121990.78	106442.67	152914.33	117098.234	116203.45	270310.56	285100.2	263364.53	292878.4	279747.12	254921.88	248016.16	285196.44	231273.14	226357.34	301533.0	228580.08	249973.86	224033.42	274130.38	293130.44	283811.47	239484.12	278020.3	289830.25	201756.03	280313.47	253894.92	266722.84	202557.47	296316.0	292706.72
O43683	BUB1	132003.78	158616.17	109362.086	170803.0	115877.21	170376.27	191382.31	166621.62	272890.75	123987.375	177225.03	148407.19	162347.31	116055.04	124112.8	182025.16	180903.95	241398.88	121322.586	183248.83	108258.82	134983.44	112085.625	127924.49	169708.31	182966.16	229221.84	0	0	8376.646	0	0	6937.8213	8956.268	11701.379	0	0	0	8153.755	0	0	7197.783	8273.787	9909.187	0	0	0	9584.531	0	0	7975.098	10662.184	11322.852	0
O43684	BUB3	342188.47	406388.22	312651.62	361184.62	339840.2	258466.16	426076.66	400281.34	396481.7	359350.9	401770.2	294700.44	295797.53	314130.97	276857.66	413972.44	398836.06	393352.06	350084.2	421010.16	287654.28	333568.12	321469.34	203996.12	444269.12	421185.03	394388.72	404186.56	370249.06	369643.75	366596.88	469748.84	409908.3	369513.03	435788.38	383284.47	451827.66	430355.2	380745.06	378655.88	403100.4	375008.7	372844.03	439471.03	358067.16	413054.9	402450.62	380604.2	421862.75	431451.53	360374.2	423571.12	404809.28	346286.88
O43707	ACTN4	7870457.5	1.151448E7	1.0373818E7	3235923.5	7262669.5	8960895.0	1.0587306E7	5235506.0	2927703.2	7587172.0	1.1618765E7	9918273.0	2855845.5	6936662.5	8311197.0	1.0588271E7	5572062.5	2842952.5	7612762.0	1.1300481E7	9646778.0	3099549.8	6935203.5	8292692.0	1.0226857E7	5398616.0	2749616.8	3717225.2	5617944.5	4017403.8	4604338.5	4581178.0	5228841.5	4449133.5	6450169.0	3339223.5	3933947.2	3672454.2	4155849.0	5070413.5	5390738.0	4930327.0	4783324.5	4418877.0	3951706.5	3855644.8	3676965.0	6269977.0	4718182.5	4379260.5	4536868.0	6579809.0	4320252.5	3443448.5
O43709	BUD23	0	0	0	0	0	0	0	0	33717.305	0	0	0	0	0	0	0	0	44113.504	0	0	0	0	0	0	0	0	41796.293	0	0	0	0	0	0	0	31183.656	33970.605	0	0	52697.773	30734.812	0	29970.111	0	31372.746	35368.016	0	32229.549	40466.215	0	0	46971.84	49485.527	38719.85	37531.28
O43715	TRIAP1	0	0	0	0	0	0	0	0	8126.7593	0	0	0	0	0	0	0	0	25854.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14557.648	0	27497.7	0	0	0	0	0	0	0	19173.06	28686.385	0	0	0	0	0	0	0	0	29653.117	0
O43716	GATC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22350.102	0	0	0	0	0	0	0	0	15964.511	0	0	0	0	0	0	0	0	21547.342	0
O43719	HTATSF1	98893.08	87780.42	97304.56	68391.3	101078.836	99638.76	42138.28	49406.92	49469.555	85208.05	76232.75	95350.12	73899.664	86861.18	95546.414	60435.11	49419.85	48368.85	87961.97	83147.05	100084.49	74455.375	98345.164	98072.14	73664.45	50720.508	50461.492	268469.72	281671.84	238918.78	150674.61	200471.66	91437.945	100966.1	122253.09	292715.28	249492.36	314047.75	202616.17	234508.56	272429.3	178050.53	96994.07	126661.21	320652.16	221288.1	279814.3	161450.16	218091.55	265571.75	120276.3	109575.6	104782.61	323984.7
O43741	PRKAB2	0	0	0	41090.184	0	0	0	0	0	0	0	0	35013.57	0	0	0	0	0	0	0	0	22315.275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43747	AP1G1	77987.61	73727.7	67034.984	34890.715	52937.465	76876.125	84692.83	63571.727	49881.402	85881.5	69466.68	66987.914	50771.086	55583.047	88092.97	86365.38	78705.266	50798.773	85955.336	74532.98	58997.93	60570.36	61165.03	84664.55	90182.13	70331.51	44481.918	87107.19	81025.234	91682.84	87944.27	78542.8	137406.44	135379.81	135683.08	106493.695	87388.45	90475.55	85190.02	90637.08	91487.695	139181.84	134857.39	140109.16	81309.05	112439.875	89472.664	114752.93	109838.58	84767.44	139141.06	135567.81	177601.5	102606.12
O43752	STX6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30734.166	49003.93	0	100556.7	74601.52	62237.242	85179.57	62076.266	75312.87	39906.44	32009.88	114372.38	38486.22	97812.39	81315.33	131361.14	112583.31	59473.184	29362.887	174705.88	54322.004	172502.58	191151.03	108001.92	69590.07	130623.74	80048.78
O43765	SGTA	404847.22	326024.72	343846.2	224550.81	292511.7	295693.8	315876.28	255700.36	138934.05	319477.9	187708.45	329646.78	175136.92	287471.62	401125.28	279366.06	203546.33	103585.33	303248.1	245702.9	326460.0	226349.89	283082.12	319363.56	297721.34	219778.52	155253.81	209327.62	212495.3	196089.97	240327.6	346677.72	280139.22	258189.44	446724.1	228080.53	353744.03	319560.84	260933.95	248941.56	201649.47	281909.9	253951.23	407080.7	239853.97	385786.72	310470.38	326938.88	357667.7	236789.62	331590.16	303530.5	401071.25	242933.86
O43768	ENSA	594851.0	566300.9	680640.8	551000.9	573413.4	553670.56	513702.56	520991.9	613397.1	536615.9	531308.06	569136.06	581962.8	549877.56	519587.6	498538.56	515276.34	573638.9	614144.5	558524.0	605301.3	610580.06	604242.6	539477.5	511456.75	532362.8	564530.06	228635.48	225628.9	232049.38	186200.17	258643.08	190529.25	177349.88	198938.31	221009.75	221475.33	209363.08	241390.62	201390.0	240691.84	185473.45	178125.81	171109.08	181082.77	238355.73	225501.14	235230.45	207760.08	239695.58	200526.45	246022.75	196844.58	144820.45
O43776	NARS1	240248.27	283746.7	206268.2	171693.16	232796.02	179810.28	311267.44	343684.12	233401.52	223631.25	317761.6	216305.75	140100.6	207212.61	203598.34	292733.94	231210.25	194651.28	249190.52	245470.75	186013.06	140051.12	205812.25	157674.83	282359.1	257754.4	184887.0	692785.6	646028.2	644469.8	691078.7	585962.94	655777.6	732282.7	881189.0	575563.94	708320.8	676299.9	852880.1	642199.7	638973.5	737445.5	648613.75	848128.4	471690.12	749016.9	621223.0	856226.94	709533.7	679615.6	852399.7	677287.9	763816.94	524244.1
O43795	MYO1B	2075589.8	2171683.5	1691898.1	1314317.9	1464677.0	1657005.5	2362478.2	1937106.5	1515320.2	2116828.8	2064622.0	1537103.6	1300682.2	1381011.1	1627637.8	2225922.0	1883258.1	1495138.4	1977334.4	2102954.0	1503353.5	1104753.9	1389973.9	1598062.2	2299716.0	1847992.2	1390284.6	2677902.8	3020233.8	3173213.5	4122231.2	3115143.5	3328523.8	3854636.5	3249457.8	3974090.0	2740682.8	3112963.5	3271062.0	4066648.2	3301172.0	3599998.8	3819989.8	3320657.2	4194733.0	2840075.8	2982904.8	3191486.0	3993285.0	3320381.8	3660074.0	3887954.8	3374093.5	4125939.0
O43805	SSNA1	0	0	0	0	0	0	0	0	10508.721	0	0	0	0	0	0	0	0	10634.932	0	0	0	0	0	0	0	0	9982.746	20760.7	14153.165	8960.381	21795.22	12220.365	0	0	0	20783.467	0	14451.286	4335.7114	23317.467	9272.902	0	0	0	20800.203	14637.412	15602.391	4781.967	18799.826	13953.742	0	0	0	20118.646
O43808	SLC25A17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29242.732	40171.457	23102.326	33437.973	53157.727	0	0	23229.89	23302.662	21861.402	43725.164	0	59176.023	45384.07	34314.824	0	21640.324	43037.023	20508.57	47124.22	0	26301.516	0	29919.436	0	31365.613	47956.0
O43809	NUDT21	605797.75	648599.44	518778.12	569935.7	581311.06	536144.44	567228.2	610035.94	532284.5	694290.2	682949.75	530095.0	568699.7	545914.2	437420.06	659440.75	635617.6	595837.44	630197.44	666810.1	532165.06	564111.75	580706.9	501821.6	615287.94	660417.1	583056.4	679647.6	591656.2	582536.94	544365.8	721898.3	438405.7	417278.1	464687.4	457732.62	705726.0	706861.44	602631.7	580832.9	724879.8	444871.97	456130.8	444210.34	474049.12	743764.06	635352.9	599559.4	556808.44	794872.06	463788.4	493513.9	461885.47	468434.72
O43813	LANCL1	98984.66	104702.97	120217.31	70850.46	112898.75	92531.79	104892.07	91704.67	133503.17	129318.96	121833.47	111914.01	80660.07	122747.305	104202.86	117483.27	102206.68	111419.95	123826.95	99792.19	115605.26	78345.44	97969.5	115178.75	110814.23	111674.734	102343.734	405582.56	407285.25	479599.12	431023.94	513710.44	486050.0	513843.16	451248.72	382222.25	428072.03	551774.94	540102.75	425861.06	475467.6	519939.56	491606.28	439239.4	352858.88	425995.88	482218.1	553006.7	443134.75	531067.56	528931.3	483856.38	446880.97	369617.62
O43815	STRN	312290.66	325383.7	269738.38	367346.8	322786.38	384193.78	347044.78	273328.34	374327.66	311312.47	347727.66	264138.56	359072.72	305911.9	290873.78	333433.7	345434.78	333063.1	309246.0	325472.06	353363.7	328144.0	383919.0	369695.84	350782.12	363711.1	317362.47	1078318.2	1146159.9	1072190.4	1063416.5	911876.2	1148551.0	1060644.6	782807.0	1139400.2	1001467.25	1181413.6	1017867.4	1129194.1	1215954.1	1131582.0	1162902.0	806181.75	1141569.1	1051711.4	1159422.6	1069638.8	1031383.56	978297.1	1080435.0	1129322.5	867211.06	1172407.5
O43818	RRP9	49492.9	39590.824	43500.85	55613.652	45420.516	37581.566	37593.23	43374.42	45690.566	39075.656	19183.166	45541.527	56034.355	51788.75	34104.92	23962.846	37246.55	42898.29	40168.977	20014.621	44653.53	53843.344	42646.9	34996.562	20473.592	40074.258	43261.516	22595.758	112833.484	18137.695	35729.46	28792.238	19656.027	14742.013	20258.71	19657.787	34064.766	19467.264	20490.219	47195.57	40678.14	28248.55	20751.947	17971.768	22731.29	20248.332	23927.602	28729.145	16785.145	49490.168	17906.342	15725.417	17434.037	21485.451
O43819	SCO2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65566.32	69957.414	62594.008	60811.938	64118.77	101927.125	62144.984	169700.52	58611.996	57600.582	54362.844	59394.457	60848.605	58420.453	60925.402	127410.66	113974.83	55219.887	55494.195	49699.14	63448.86	60631.812	0	54083.43	59030.254	59756.67	54250.74
O43822	CFAP410	0	0	0	0	0	0	0	0	1336.6738	1320.2675	0	0	0	1997.1547	0	2436.6787	1838.9865	1905.624	0	1211.0348	0	0	1853.2112	0	2469.575	0	0	5922.051	3414.2952	4872.7744	5340.7617	5087.2783	5651.999	5269.2017	4526.105	4199.6353	4819.392	5677.343	5229.004	5463.4194	4156.9683	6091.336	3406.8274	5342.8086	4504.2715	4791.629	5138.595	5946.632	0	3274.2048	5443.5933	5239.12	4516.298	0
O43823	AKAP8	29971.078	30347.791	34496.74	32525.3	32338.658	44764.06	30646.998	38714.754	34860.73	24590.768	30008.148	32473.125	29673.172	33952.83	44128.914	35447.9	34956.207	33707.984	27217.125	31200.887	34008.816	32753.973	36433.754	43629.44	35131.0	33736.633	35754.316	53984.133	53799.72	26227.535	56503.36	57131.71	62785.78	57052.85	54224.36	58593.703	48533.258	27557.277	25217.967	61142.035	24138.184	68031.03	55886.348	53456.785	58902.17	53450.64	55660.914	51921.227	63385.594	26047.943	60648.082	59016.46	31976.832	60094.727
O43837	IDH3B	38753.85	60775.953	48674.305	29739.094	38488.543	15334.305	62065.367	65413.21	47877.754	61355.758	53433.004	34663.758	38611.812	52149.297	39551.727	85138.88	61747.73	65761.09	53192.527	42859.574	9265.201	26637.688	47120.844	45128.04	53924.035	56353.18	81609.99	109284.31	116061.42	94678.39	90332.51	80018.07	117165.06	60399.176	235483.89	50222.074	117040.3	102164.52	82756.5	53254.484	99682.63	39774.8	108679.19	230013.33	67064.91	115343.04	106213.39	78349.47	39492.348	80954.7	105265.32	27369.107	238002.3	58930.484
O43847	NRDC	69438.445	49384.562	47667.215	19904.486	28117.633	47104.246	42790.977	16338.61	55190.523	58426.125	53288.1	37042.055	21834.043	39370.855	50477.78	84125.69	40978.94	31198.922	51733.074	62536.875	36823.605	13842.599	33787.914	21966.316	54782.844	40247.72	32749.969	166557.56	121348.11	168170.77	223355.22	164728.86	171532.45	95901.664	168420.14	156816.1	205362.72	145036.5	189266.53	72002.99	203522.78	211295.95	167835.94	198391.08	125742.03	213443.5	198672.42	174425.03	77559.42	78493.484	145878.73	207996.53	204008.3	134530.61
O43852	CALU	1013007.06	802573.56	739982.8	579941.9	745699.25	612531.2	925260.1	768081.6	566593.0	1007705.9	817493.8	832452.8	615934.0	748986.7	823732.75	976572.56	814645.9	612821.8	980251.1	849017.06	683473.7	660457.06	759404.9	813658.94	997499.1	774123.0	569035.8	1785441.8	1795177.9	1997588.9	1517559.2	1768819.9	1637229.4	1629873.8	1634086.6	1636071.2	1689218.0	1870420.8	2019055.6	1801418.4	2046188.9	1710406.8	1518121.6	1682909.0	1635064.0	1839056.1	1975662.9	1863689.5	1632117.5	2034767.1	1709174.9	1660709.5	1688153.6	1695673.6
O43854	EDIL3	18031.479	32284.555	19112.748	20935.115	14572.484	14831.46	21383.93	18514.812	25207.15	11385.586	22665.098	13588.403	25836.8	0	14032.199	31574.873	14171.147	14809.516	18104.506	14298.839	15034.461	21544.96	0	14281.143	28841.0	14930.257	14986.025	20792.102	19616.576	21735.111	22941.717	20580.465	34182.15	19749.156	31294.016	22956.504	17846.246	21068.762	17944.24	21588.95	20651.287	33703.473	22119.195	33409.72	18391.822	20996.746	17133.361	20201.979	16331.961	22867.469	31167.865	31840.78	33824.715	21681.959
O43865	AHCYL1	116003.26	136482.83	124438.35	150371.5	126159.15	117381.14	155503.31	149109.89	99652.52	151437.64	176047.97	120739.75	114188.67	131722.22	124791.29	167395.73	165733.05	115766.016	79207.75	161240.72	87884.05	99368.53	140613.19	87976.625	118551.31	156210.08	126222.32	2496133.2	2877905.2	2495546.0	2193340.8	1744572.2	2323738.2	2274858.0	2266362.5	1853440.1	2598968.5	2418935.0	2386377.2	1763036.8	2332221.5	2561715.5	2196002.0	1929223.5	133900.28	2685903.0	118697.65	2737614.8	147190.28	2423862.0	2705023.0	2400009.0	2026338.6	127217.96
O43913	ORC5	14685.104	6957.2227	17593.152	16090.197	20168.945	0	10252.529	7453.6294	13596.117	17303.523	6769.659	15471.673	19935.152	18987.715	22142.664	914.9912	6972.5728	0	15409.629	5291.974	19640.443	20563.367	18988.602	19501.082	6604.171	7133.128	6154.2476	0	0	0	0	0	18800.61	13468.989	10758.461	0	0	0	0	0	0	3559.8281	17174.1	9977.999	0	0	0	0	0	0	0	12498.927	0	0
O43920	NDUFS5	14989.845	14286.115	33068.63	0	33963.85	36780.824	0	0	12346.473	17157.736	19710.424	42451.758	7513.666	40968.574	29182.125	26843.225	15858.84	16788.549	17178.176	22275.863	35466.023	12685.414	44092.383	42233.27	16336.246	14263.2	15592.191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43924	PDE6D	21529.197	25067.664	17609.852	23566.396	0	16747.479	29118.87	23163.988	29026.412	20150.305	26342.34	18734.047	0	17688.975	8309.111	27118.648	25613.986	27674.312	21280.2	25796.105	0	0	0	5431.67	26020.549	0	0	36148.93	34770.797	35604.113	33344.94	34437.42	34906.41	39025.98	27461.867	33624.63	38576.465	33703.715	36920.062	33284.6	32899.07	35889.426	33871.027	29466.584	30269.586	36005.777	34687.66	34185.094	33519.426	33234.723	33893.504	34325.676	30528.486	31850.43
O43929	ORC4	17168.54	16590.898	19801.318	14643.297	17601.533	18919.865	14845.663	14449.369	11819.176	16559.307	13808.353	17633.496	16944.334	14980.724	19611.512	16035.113	15403.322	12590.351	16504.309	16304.648	16834.945	14164.817	13506.279	17006.54	13691.953	14031.993	11510.571	10536.242	11444.57	11184.371	12820.351	10947.191	33742.223	29590.406	53908.844	9604.866	10812.165	11772.763	14026.571	10228.516	0	35621.152	47072.723	37909.82	9881.102	9953.475	13688.425	12207.055	13583.109	10294.598	43641.965	31608.426	58297.254	10770.958
O43933	PEX1	61222.01	10025.235	83314.51	183996.78	74484.22	195843.19	9609.654	43792.203	36335.383	261309.44	11306.608	64077.918	12689.413	175708.22	69307.64	7804.441	48390.08	30271.043	194187.92	14866.69	67636.234	54225.504	176312.03	79810.18	11444.624	23355.54	32021.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O60216	RAD21	87821.06	365718.2	99445.24	184561.44	100120.07	83208.695	365711.88	429455.03	446579.94	188052.2	209421.06	84687.34	203195.48	105151.06	70588.875	394671.56	505787.6	252364.53	114622.336	141561.8	65176.715	176692.0	96846.39	70377.03	433492.62	173839.36	271917.0	24431.578	27333.268	24295.049	22343.46	31424.766	0	19971.031	0	0	28617.627	27783.18	25880.57	0	27948.398	0	0	0	0	26522.432	28746.844	25449.549	0	27955.186	0	0	0	0
O60220	TIMM8A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226156.83	203181.81	109536.09	89277.23	179783.7	81069.84	37575.215	37268.816	131530.3	101494.3	190565.52	121962.01	51862.91	191609.25	71998.56	58285.465	59208.48	164414.28	95810.65	200534.44	91637.016	79047.945	203184.97	65734.414	60448.625	60989.684	60147.68
O60231	DHX16	73510.484	97723.43	65310.016	139207.5	87386.52	71461.35	116277.0	172887.94	190564.92	88622.86	132073.86	66330.84	110917.29	84904.87	50209.617	121054.734	142877.39	189693.52	74873.89	128323.36	77354.81	129486.47	66472.63	71926.16	115992.25	124954.33	175287.72	63144.227	59020.414	74110.82	52879.266	109664.0	44434.14	52428.438	62952.85	62221.52	38717.973	114028.82	70170.67	53124.695	110277.875	60507.61	65577.414	74497.086	25229.258	83523.56	30758.455	82617.445	63616.99	91043.49	51654.367	61964.83	55216.758	33741.336
O60232	ZNRD2	43498.754	21354.611	24133.006	41710.043	43320.6	31104.256	23193.975	27164.889	56397.54	60457.906	15577.583	25324.066	45127.54	37984.965	29773.37	20374.277	31077.31	25892.676	35091.516	33413.812	27005.004	48081.285	39590.152	29105.607	31843.676	28199.059	23375.086	121162.97	111314.055	89899.84	120316.15	91213.69	97256.69	95747.58	101149.266	113267.61	90007.54	102879.8	81989.72	124454.41	95917.84	49800.977	100673.67	91922.53	110832.86	52044.086	83875.72	94710.8	115095.516	99154.61	92220.36	91215.97	87449.375	129230.64
