PROTID	GENEID	cGFP_C1_6h_BioID_1_INT	cGFP_C1_6h_BioID_2_INT	cGFP_C1_6h_BioID_3_INT	cGFP_C2_6h_BioID_1_INT	cGFP_C2_6h_BioID_2_INT	cGFP_C2_6h_BioID_3_INT	cGFP_C3_6h_BioID_1_INT	cGFP_C3_6h_BioID_2_INT	cGFP_C3_6h_BioID_3_INT	cGFP_C4_6h_BioID_1_INT	cGFP_C4_6h_BioID_2_INT	cGFP_C4_6h_BioID_3_INT	cGFP_C5_6h_BioID_1_INT	cGFP_C5_6h_BioID_2_INT	cGFP_C5_6h_BioID_3_INT	cGFP_N1_6h_BioID_1_INT	cGFP_N1_6h_BioID_2_INT	cGFP_N1_6h_BioID_3_INT	cGFP_N2_6h_BioID_1_INT	cGFP_N2_6h_BioID_2_INT	cGFP_N2_6h_BioID_3_INT	cGFP_N3_6h_BioID_1_INT	cGFP_N3_6h_BioID_2_INT	cGFP_N3_6h_BioID_3_INT	cGFP_N4_6h_BioID_1_INT	cGFP_N4_6h_BioID_2_INT	cGFP_N4_6h_BioID_3_INT
na	na	cGFP_C1_6h_BioID	cGFP_C1_6h_BioID	cGFP_C1_6h_BioID	cGFP_C2_6h_BioID	cGFP_C2_6h_BioID	cGFP_C2_6h_BioID	cGFP_C3_6h_BioID	cGFP_C3_6h_BioID	cGFP_C3_6h_BioID	cGFP_C4_6h_BioID	cGFP_C4_6h_BioID	cGFP_C4_6h_BioID	cGFP_C5_6h_BioID	cGFP_C5_6h_BioID	cGFP_C5_6h_BioID	cGFP_N1_6h_BioID	cGFP_N1_6h_BioID	cGFP_N1_6h_BioID	cGFP_N2_6h_BioID	cGFP_N2_6h_BioID	cGFP_N2_6h_BioID	cGFP_N3_6h_BioID	cGFP_N3_6h_BioID	cGFP_N3_6h_BioID	cGFP_N4_6h_BioID	cGFP_N4_6h_BioID	cGFP_N4_6h_BioID
Q8N1W1	ARHGEF28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12608.55	13708.156	11003.458	10903.925	0	0	0	3236.2595	0	0	11270.107	0
Q8N201	INTS1	68863.14	72837.73	53565.06	355346.03	358767.75	61997.266	272922.5	67487.97	268075.1	5185.538	2085.9421	2690.271	0	2660.627	1828.708	115052.875	140657.2	144375.02	245108.66	247025.56	251487.84	55562.6	79638.62	95921.56	17282.297	77920.66	33902.22
Q8N2A8	PLD6	0	0	19848.35	0	0	0	0	0	20534.656	0	0	0	0	0	0	33599.54	27488.871	31472.943	0	28145.49	25224.629	19129.502	18783.916	16012.351	24004.324	0	20502.938
Q8N2M8	CLASRP	104259.26	106764.56	82080.75	251930.86	239374.94	108868.27	202695.44	110792.516	177573.84	27667.807	14149.983	29801.361	24916.105	15770.351	14397.1	0	0	0	0	0	0	0	0	0	0	0	0
Q8N2Q7	NLGN1	0	0	0	0	0	6275.263	5199.0903	15088.694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N2W9	PIAS4	48779.355	27946.43	40857.312	74732.59	73040.266	40855.234	57192.707	39481.914	58269.754	20237.12	29573.277	21202.217	19257.906	18367.744	20294.568	0	0	0	0	0	0	0	0	0	0	0	0
Q8N2Y8	RUSC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10218.524	0	20694.13	19632.678	18835.361	0	0	16533.758
Q8N302	AGGF1	60028.305	40300.367	79104.73	139094.52	145715.33	29435.389	91937.47	56436.797	75488.516	30793.195	53598.67	28809.55	14465.923	0	15543.576	0	12480.499	0	0	0	0	16117.402	0	18865.531	0	0	0
Q8N350	CBARP	20535.887	23479.46	0	0	0	23651.52	19675.217	21069.822	17293.736	0	0	0	0	0	0	0	0	18936.896	0	16746.217	0	0	0	0	0	0	0
Q8N392	ARHGAP18	0	0	0	0	0	0	0	0	0	13866.402	0	0	0	16597.707	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N3C0	ASCC3	1679853.6	1631196.1	1721395.1	984671.94	1059851.5	1464284.4	1185834.9	1470652.2	1271997.4	1697508.4	1367654.5	1644710.2	1677450.6	1709841.5	1623259.6	1134006.8	1338231.2	1203278.1	1194318.6	1096455.9	1110691.0	1676702.6	1935960.5	1727059.6	1176627.6	1410047.8	1638461.8
Q8N3E9	PLCD3	0	0	0	0	0	6472.986	0	0	0	0	0	3424.153	3899.085	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N3F8	MICALL1	291982.03	238359.1	270999.5	113747.89	167290.12	334061.75	212944.84	305908.47	197084.55	210306.0	189846.17	195487.62	216555.31	221305.33	214247.86	30493.105	43591.742	32024.09	19963.264	26455.193	28734.172	0	31340.611	0	0	0	0
Q8N3I7	BBS5	14646.877	16372.709	14874.407	0	0	11904.7	6596.7534	14229.39	0	14416.545	0	8872.882	10515.845	15552.03	10947.813	0	0	0	0	0	0	0	0	0	0	0	0
Q8N3J2	METTL4	0	0	4096.2954	0	0	0	0	3766.5774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N3J3	HROB	95636.27	126742.97	156461.34	140991.89	156309.42	150601.27	142848.89	143475.95	126965.984	106993.57	91341.83	111314.0	78970.93	111772.38	102220.77	42501.91	42598.812	47449.945	162555.98	138385.53	38498.164	17663.367	19297.854	15486.38	49976.91	86373.34	23130.486
Q8N3J9	ZNF664	4425.9023	0	0	8685.989	8232.115	0	6740.7896	0	7372.497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N3P4	VPS8	14297.605	0	22977.797	3907.5916	6889.55	14190.77	9337.9	16778.764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N3R9	PALS1	186577.64	195745.47	209112.58	88063.75	126267.06	283095.84	199392.25	291228.84	220624.47	206509.69	189586.53	168412.3	217468.86	207198.34	216609.81	199807.9	209055.8	207169.61	117706.27	201864.33	240005.89	70589.59	137837.64	161659.92	141412.92	124219.75	133368.47
Q8N3U4	STAG2	76706.414	39073.8	147452.08	351414.4	375664.75	206111.12	500331.88	180766.58	487164.25	113760.1	104343.64	86826.2	105842.34	101975.06	102437.22	313872.44	296862.7	231234.03	173174.58	199210.52	242264.66	225938.69	242428.31	253552.19	262148.72	266231.03	244054.48
Q8N3X1	FNBP4	199887.05	278037.22	254868.5	466199.16	507545.38	230266.17	332550.38	196358.6	293285.3	153587.61	182013.33	143270.8	125450.16	139463.48	129454.68	114808.875	84925.72	116835.33	109063.41	119890.125	117296.42	39635.0	37430.61	22204.84	30539.37	53608.47	31904.863
Q8N3Y1	FBXW8	0	0	0	17442.861	0	0	15738.499	0	0	0	0	0	0	0	0	69563.0	46987.773	33530.477	29388.748	45727.133	70277.97	15862.155	49111.86	41405.895	0	41375.69	66215.42
Q8N442	GUF1	7465.963	0	9285.601	11335.718	14106.411	12183.39	0	10949.27	10309.08	11119.007	14041.961	9773.629	0	8890.63	0	25254.78	8311.401	8265.327	6489.8164	7012.8364	5613.7974	0	0	0	0	0	0
Q8N488	RYBP	22996.371	24293.852	14889.993	18587.887	22743.506	15996.1	22046.021	0	17514.36	0	18259.355	11970.842	0	0	0	16016.527	13188.476	41467.18	89608.016	84148.766	93863.664	73449.44	83433.9	64593.277	17484.043	43571.44	70926.32
Q8N4B1	PHETA1	29367.967	30298.32	31180.324	16098.341	24549.488	34308.836	26009.168	28580.076	17151.584	15194.362	38869.293	14421.21	32991.414	28349.594	43887.72	18265.47	17064.814	21504.904	19555.344	21658.658	22465.357	28914.025	28929.354	27496.467	26835.604	23398.781	27839.807
Q8N4C6	NIN	26320.31	27144.303	23593.352	20368.324	24983.705	29955.883	18316.848	23176.732	27504.447	0	323213.03	63853.777	64845.75	24927.51	38862.258	219639.8	91670.36	62415.47	99222.55	66667.96	67186.0	107755.99	111069.17	210350.88	408461.6	159362.6	150850.97
Q8N4C8	MINK1	116292.14	99318.98	96491.41	32740.855	39430.156	285101.0	149751.6	236928.34	161435.78	50540.44	47937.66	60605.98	17537.254	51120.055	53736.99	11887.359	17445.438	12116.27	0	0	0	0	0	0	0	0	0
Q8N4H5	TOMM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34327.684	10305.7295	13016.393	15870.6875	10218.533	21657.914	0	11829.828	0	0	12967.835	0
Q8N4Q0	PTGR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11206.513	49807.414	68099.78	69400.97	15164.113	14160.027	31327.701	44380.05	17732.674	13248.102
Q8N4Q1	CHCHD4	60986.016	17979.773	76377.664	65413.004	74098.14	39018.42	58547.742	67840.19	50183.758	72381.5	39363.74	81011.75	63713.08	58665.758	52917.875	72311.28	75017.914	62289.47	48117.254	54336.883	51352.742	41931.445	43067.695	49589.344	59645.87	57750.086	51954.65
Q8N4V1	MMGT1	37061.758	19359.762	39113.62	0	12449.058	17273.453	13434.024	45718.688	13330.073	36236.484	37225.688	51138.35	50905.8	39784.406	55407.203	42969.535	23677.04	37768.445	22021.246	28138.564	24926.594	0	3763.1968	19394.959	25852.871	32048.023	17284.424
Q8N4X5	AFAP1L2	23388.705	24082.812	24336.064	23345.008	0	24253.008	0	24773.61	0	0	0	0	0	0	0	38906.918	37979.97	42982.93	0	5726.7695	5741.447	0	0	0	0	0	0
Q8N543	OGFOD1	60595.75	74185.36	59705.04	141612.17	147034.3	78869.3	125565.836	77401.59	103749.914	42130.715	57221.883	48038.53	36282.277	29214.566	21058.115	24183.957	16301.106	16862.928	14186.407	20918.87	3739.3362	12868.157	0	3237.5374	33649.965	16183.921	19817.383
Q8N573	OXR1	222768.66	164524.62	203627.48	92987.13	41587.977	220031.67	86068.19	182485.47	122567.125	126495.35	134260.17	152557.4	149127.19	152526.17	152820.61	14502.855	14799.808	0	8123.772	0	17471.273	0	0	0	0	0	0
Q8N5A5	ZGPAT	46028.574	38793.684	44752.973	258297.31	192888.45	43251.324	36328.68	38477.523	33723.57	36256.395	27019.28	42223.055	36830.87	46442.105	43187.887	32395.477	33228.44	34038.395	16938.424	10796.3545	13614.721	0	0	0	0	0	0
Q8N5C6	SRBD1	0	16613.334	13199.214	41660.914	43014.15	42859.832	41847.59	16485.76	39929.164	11583.451	13211.558	11738.029	9193.722	0	10325.663	24195.58	7831.0835	10235.624	4647.888	0	0	0	0	0	0	4556.0728	0
Q8N5C8	TAB3	60782.04	70222.695	91714.74	32331.715	43370.32	55631.137	46487.113	58037.227	45735.508	81369.95	62024.754	75467.125	82626.5	85522.766	72942.61	201966.98	160354.77	215079.05	177186.78	214342.66	169285.25	193785.83	219695.78	188707.25	300084.2	316363.03	293684.8
Q8N5G2	MACO1	58626.094	51949.273	95215.13	22083.422	37717.395	32699.727	43528.926	52944.965	49929.246	65100.895	128278.6	8176.028	18655.494	74495.02	47794.92	378236.47	347814.53	538971.06	486074.88	665620.0	419410.3	273793.1	257594.08	324668.72	452966.47	477085.44	253451.39
Q8N5I9	NOPCHAP1	0	0	207244.97	0	0	0	0	0	252205.66	0	0	0	0	0	0	106662.195	119475.85	0	0	0	0	0	0	0	0	0	0
Q8N5K1	CISD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43411.277	14892.5	32056.156	43329.473	44151.02	69379.39	26746.441	28004.525	88359.234	193167.03	69155.836	83482.95
Q8N5L8	RPP25L	0	13999.745	14458.942	11742.825	14494.402	14639.968	13608.017	12724.831	12602.105	0	17852.94	8827.265	0	0	11035.202	14469.431	16353.732	17397.482	9380.09	16495.701	0	23998.643	18823.795	15810.115	16402.71	21315.451	21609.797
Q8N5M1	ATPAF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8133.444	0	0	0	0	0	0	0	0	0	0	0
Q8N5M4	TTC9C	34772.066	35605.797	64040.414	29187.371	66795.49	56089.633	65912.14	65908.98	59853.777	61684.34	62377.523	58661.62	56751.164	62546.63	8365.281	93685.7	79514.62	39170.965	44762.86	75631.13	66623.3	30022.236	25727.031	22181.023	37696.76	23069.002	50646.117
Q8N5N7	MRPL50	29376.006	29087.922	29802.053	38492.64	37636.734	29809.941	34405.07	31498.379	35952.934	26937.48	36699.89	27370.514	27465.982	22287.418	30204.826	72132.93	53952.58	79091.87	96147.734	118612.57	90770.86	139023.47	148321.64	136880.62	119849.31	121166.08	130110.43
Q8N5P1	ZC3H8	7079.504	0	0	47871.594	52386.965	60305.61	54530.023	14714.8	56100.71	6400.953	6616.032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N5S9	CAMKK1	51913.797	87676.05	67441.15	24752.662	36365.164	53146.11	45996.734	60503.062	43968.098	79068.625	116049.5	96768.39	40956.406	42473.676	42380.863	44442.58	41069.305	43145.676	0	0	8323.012	9962.62	12533.112	0	46711.64	32153.578	29287.953
Q8N5W9	RFLNB	35636.492	36766.844	35988.1	31170.064	30141.645	25821.135	14323.786	41283.75	0	33295.598	39738.867	37863.547	37559.453	40292.727	42543.312	280675.47	206211.1	314485.7	186492.08	216846.0	240629.56	326617.94	309796.1	272001.1	274565.38	283194.62	343021.47
Q8N5X7	EIF4E3	0	0	0	0	0	0	0	0	0	13120.061	15190.974	15717.555	14687.142	15175.044	16613.457	0	0	0	0	0	0	0	0	0	0	0	0
Q8N5Y2	MSL3	25072.21	34895.39	23698.916	64723.797	76711.11	29426.533	59566.582	19905.861	52386.145	12701.596	0	13725.285	0	11717.214	11687.296	24837.258	0	20154.158	21241.18	9587.929	20880.1	0	0	8306.136	0	8341.691	0
Q8N653	LZTR1	4165.989	0	0	0	0	0	0	0	0	3523.8352	72577.41	61208.477	34966.906	84146.055	57328.38	0	0	0	0	0	0	0	0	0	0	0	0
Q8N668	COMMD1	23398.242	24090.314	26128.225	19403.86	15760.1	24871.436	17347.309	31259.002	15230.183	23305.19	24676.693	23224.76	22135.465	27295.205	26155.75	31096.14	29385.855	50592.523	23355.193	21444.889	25810.625	30077.041	19416.096	0	93313.484	82971.77	80721.0
Q8N680	ZBTB2	0	0	0	15322.173	13928.375	0	15173.568	0	14490.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N684	CPSF7	200548.81	190138.73	161561.08	328434.3	350450.8	212314.9	258988.61	198288.22	230140.3	95766.19	125318.9	100859.11	63825.984	57332.297	82320.41	52182.258	122476.836	46837.36	176776.73	190274.42	187907.1	665166.06	523729.47	676445.94	302836.72	556236.94	753455.44
Q8N6H7	ARFGAP2	90962.13	90876.11	103667.58	53734.08	37222.27	135356.8	84882.53	104727.67	85610.97	118358.87	120165.44	126447.375	125253.56	128621.86	117631.26	39703.71	42953.45	61110.152	60806.457	27939.975	60491.78	48526.15	58698.207	55429.594	68032.78	30240.447	56069.8
Q8N6I1	EID2	89690.66	50758.89	74754.305	22936.535	46940.918	97602.22	74714.516	61127.71	45648.566	60716.04	51601.14	36087.035	106338.555	47136.195	75704.75	0	0	0	0	0	0	99931.555	0	0	0	0	0
Q8N6L1	KRTCAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8216.081	7201.8984	9852.381	0	0	0	0	13177.565	10324.084	0
Q8N6M0	OTUD6B	0	0	0	0	0	0	0	0	0	0	15132.05	0	11930.116	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N6N3	C1orf52	433324.62	453925.6	427719.6	584680.06	650193.9	543620.8	732479.94	559955.9	792523.75	389361.16	342672.47	393892.6	337036.0	371264.28	392385.3	418962.97	473576.34	479401.47	516537.3	511768.2	522296.53	176277.34	253329.38	273673.78	329939.34	327573.38	233785.28
Q8N6Q8	METTL25	16375.216	17283.154	16403.096	11195.762	12218.565	16347.016	12974.101	17723.88	0	11708.024	0	0	0	11070.464	11869.41	0	0	0	0	0	0	0	0	4458.1436	6787.8105	8007.625	5860.309
Q8N6R0	METTL13	28642.916	0	12633.1	8727.261	7934.3345	22227.61	21458.611	9907.307	25035.197	0	14410.801	9389.349	16158.981	12372.354	17612.416	20203.225	18387.064	19052.842	44364.836	42045.812	43553.613	22239.15	37008.016	18764.65	25001.121	46068.234	22287.066
Q8N6T3	ARFGAP1	310239.94	361783.22	303158.72	161564.39	173502.17	331923.1	223410.56	250654.33	214558.88	308891.53	265450.4	226037.47	296529.78	410480.9	297490.94	185146.67	159366.05	189509.1	406209.38	237585.08	182986.53	209913.9	222172.02	200769.72	166747.06	319748.94	224401.77
Q8N766	EMC1	83344.516	83182.32	69633.56	51293.062	28217.637	62413.68	53296.07	65515.695	37717.47	29229.812	56709.383	51475.86	30854.512	36336.797	36593.945	103644.51	63677.543	95841.49	184005.7	199704.19	193972.2	127241.195	98184.25	158997.83	128663.53	166134.62	132086.36
Q8N7H5	PAF1	101867.75	100309.414	122763.37	244604.62	250464.94	106864.766	199760.33	104327.734	149808.06	67982.44	56137.555	40043.4	40457.69	21024.58	31320.727	117948.95	162105.56	206896.81	359037.6	297625.62	382173.03	284451.94	247438.08	236707.34	169750.31	178999.72	211376.38
Q8N806	UBR7	188728.44	273725.8	243087.78	522136.84	527866.2	241533.16	369747.62	172687.27	328375.06	85145.48	101758.71	94656.734	73498.96	82415.72	95109.67	218222.97	180030.52	262062.06	321035.2	352706.16	360542.0	138704.95	99692.81	98564.67	91497.39	96382.984	87483.99
Q8N8A6	DDX51	4912.9346	4476.5786	4783.4746	0	18134.5	0	12913.895	0	0	0	0	0	0	0	0	103821.53	91435.15	85630.59	196171.72	99125.375	174406.2	158541.97	155503.66	148972.06	149309.22	65140.785	189970.72
Q8N8D1	PDCD7	0	0	0	14690.555	14304.911	4846.8647	10191.453	0	7452.161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N8E3	CEP112	10588.114	8551.657	0	0	0	6594.5205	7785.65	8627.466	0	6983.2256	0	0	0	11643.106	6214.5586	0	0	0	0	0	0	0	0	0	0	0	0
Q8N8K9	KIAA1958	0	0	0	17142.904	17276.393	0	11701.402	0	13981.237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N8R7	ARL14EP	39684.17	39015.184	24661.697	39097.42	53927.367	44431.773	41147.227	36783.07	36161.973	47988.418	46938.16	59609.133	35269.363	34690.734	47716.207	48585.95	52552.094	42052.24	15283.492	31049.875	23067.184	14941.76	17735.666	0	0	14182.284	13087.957
Q8N8S7	ENAH	379179.25	392353.38	399363.34	174743.45	113077.95	353317.47	264812.12	387692.8	231829.05	459795.2	443895.47	523613.78	451290.0	486943.4	468545.84	289627.4	238898.73	232512.7	138403.19	155838.97	196961.8	245282.34	241445.47	295658.75	319332.34	274602.53	293589.4
Q8N8Z6	DCBLD1	14604.532	0	15305.079	5621.238	0	31740.781	25115.898	31145.438	26345.457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N954	GPATCH11	0	0	0	0	0	0	0	0	0	37424.016	31822.916	36979.758	31086.463	46728.566	36535.67	12997.246	12772.626	13995.483	24304.604	22392.373	24805.418	15499.731	0	14703.071	15119.505	14186.471	15279.419
Q8N960	CEP120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11380.849	12408.847	10381.412	8442.088	8555.104	9332.393	6010.6963	10160.766	7586.76	0	0	0
Q8N961	ABTB2	30271.809	24656.87	21830.129	28169.004	25442.545	34492.312	25694.143	29498.826	0	0	0	0	0	0	0	0	27282.791	24209.06	0	20198.281	19513.762	0	0	0	0	0	0
Q8N983	MRPL43	39328.25	22863.46	38647.082	60492.023	64465.992	36892.812	56201.176	38511.3	51433.184	34323.836	62526.03	36559.875	33881.094	33781.52	34649.52	82193.88	79891.81	89702.84	85054.39	142008.22	138054.78	89973.36	139875.98	118221.68	162627.33	170599.33	167040.9
Q8N999	RLIG1	431833.44	415235.97	432223.66	348591.1	309917.34	532089.0	403078.34	462532.3	393805.97	431999.4	359515.16	385519.06	439480.0	447136.44	462325.12	92496.23	93411.59	58395.605	59817.188	41223.477	88855.516	55374.1	63018.508	63216.594	45725.37	57990.816	58033.71
Q8N9B5	JMY	29559.934	92668.83	98319.47	32811.008	52844.133	19212.225	43860.008	49843.805	31955.926	0	17966.318	18892.43	0	18466.637	17153.77	0	0	0	0	0	0	0	0	0	0	0	0
Q8N9M5	TMEM102	46502.086	67724.21	81595.266	51603.42	51252.22	60974.4	58806.164	86716.25	47718.54	28072.305	22760.055	5174.366	8335.581	6858.9126	22175.48	0	0	0	0	0	0	0	0	0	0	0	0
Q8N9N2	ASCC1	201112.94	193326.03	197405.81	126290.016	121899.35	170899.77	159387.86	169942.61	155896.34	184188.25	158073.62	181008.55	194008.69	199715.48	184136.22	194687.66	190638.36	126403.79	168241.75	218398.45	212046.78	101781.17	93817.84	85312.78	188361.4	137647.14	205049.44
Q8N9N5	BANP	37039.98	37676.875	30453.963	74203.14	83643.97	38639.633	44353.5	51243.61	55889.54	28863.371	31432.902	34305.49	23343.139	19964.566	29581.826	4026.9688	5342.436	0	12732.468	32893.79	21080.07	9101.832	9596.949	0	0	0	0
Q8N9N7	LRRC57	0	0	0	0	0	15592.234	8715.099	19470.34	10913.314	0	4294.363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N9N8	EIF1AD	124902.43	146097.94	117068.72	159595.25	143257.66	155313.28	183752.84	144557.62	172603.47	76071.89	70139.18	64815.344	108850.52	102055.69	117939.766	27558.605	30678.035	27506.422	26360.89	16013.87	22418.275	68948.23	13411.193	0	15735.016	15957.177	0
Q8N9T8	KRI1	86287.62	77552.42	76583.414	143079.52	150347.56	65892.96	115772.945	54822.117	95057.51	43107.64	62379.32	56943.234	50959.18	45600.61	51101.164	196710.53	205441.5	182143.67	399019.06	505984.88	471833.6	325977.9	354893.56	322237.9	260963.2	209122.22	281556.44
Q8N9U0	TC2N	0	0	0	0	0	23890.477	13984.383	23285.143	15395.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N9V3	WDSUB1	15980.465	0	13444.722	0	8770.867	15718.284	10528.126	13428.298	9878.905	11049.638	11483.787	0	0	12501.78	13631.005	0	0	0	0	0	0	0	0	0	0	0	0
Q8NA03	FSIP1	0	8564.645	10080.169	7577.8306	7706.0596	8729.098	6760.8125	10214.846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NA19	L3MBTL4	0	0	0	0	20286.854	15693.249	0	16220.947	20315.516	0	0	0	0	0	0	0	33222.27	0	0	0	0	0	0	0	0	0	0
Q8NA72	POC5	11587.791	35112.88	11750.795	5028.9106	0	6915.1045	0	23131.783	58613.71	29795.547	26918.39	30829.555	20454.27	32820.56	30798.617	0	0	0	0	0	0	0	0	0	0	0	0
Q8NAN2	MIGA1	13007.491	0	21016.107	14270.925	0	21619.664	8373.058	0	13118.569	0	0	0	0	10234.024	9820.872	7695.1353	0	0	0	8650.173	6054.498	0	0	0	0	0	0
Q8NAV1	PRPF38A	134335.69	107704.766	133639.2	194247.34	214985.81	113699.35	162240.77	98299.02	139217.47	57407.195	58567.547	71942.984	79740.92	35909.824	47145.156	81743.94	63340.406	18540.078	48764.797	45274.266	12701.423	9934.211	62699.848	11941.831	0	9499.3125	0
Q8NAX2	KDF1	0	0	0	0	0	0	0	8442.214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NB14	USP38	0	0	0	15973.45	14343.165	0	9960.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NB15	ZNF511	0	8568.307	0	0	0	7886.881	8537.987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NB25	FAM184A	63122.203	47809.61	65257.824	17657.93	7945.158	42244.934	0	40428.758	17459.982	38268.953	48177.703	54354.42	45243.71	61040.043	56700.902	46584.58	0	52299.66	18426.088	44791.605	0	0	0	0	42803.33	33637.89	15089.409
Q8NB37	GATD1	12192.8	12332.541	14011.133	0	11732.929	14245.477	11862.015	15976.927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NB46	ANKRD52	216230.72	209819.5	205023.84	125993.42	87422.6	163931.69	137707.58	176998.97	122094.16	168040.92	206040.81	206763.2	174198.02	158971.47	150536.61	120598.12	220923.47	215333.19	67253.914	103871.94	99646.73	46537.508	53189.35	58453.63	61213.598	97010.305	38929.6
Q8NB49	ATP11C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9700.422	9392.085	13189.404	12919.513	13640.26	14072.219	16482.441	23500.906	22975.727	18748.865
Q8NB78	KDM1B	9651.801	7650.8467	0	14822.399	16652.746	7606.154	10057.685	0	9029.161	0	0	0	0	0	0	14918.34	16486.336	27382.934	47287.277	60075.566	42790.97	15667.611	14132.357	16439.059	15856.816	16631.05	0
Q8NB90	AFG2A	0	14364.116	15428.597	8139.998	0	13539.353	10158.423	13341.396	9600.925	21440.285	21620.766	10488.538	12161.72	28382.293	11062.305	53016.19	34355.336	40466.152	10352.73	24650.713	7847.0215	0	0	0	0	0	24078.049
Q8NB91	FANCB	0	0	0	31219.469	17780.488	0	22809.79	0	23463.096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NBA8	DTWD2	8620.866	12768.776	22527.646	0	0	15435.468	18063.838	16756.512	8557.756	0	0	0	0	0	0	7372.9814	15803.639	7301.9287	0	7320.396	10421.982	0	0	0	0	0	0
Q8NBF2	NHLRC2	265008.56	279125.28	264979.12	75745.68	144819.34	237828.86	200500.66	258495.17	201159.73	240249.48	216693.25	218747.28	268206.94	237344.16	246112.84	420777.88	353890.97	439162.78	400647.94	279722.62	334241.8	308867.75	220874.8	189688.17	135018.14	278006.38	185710.3
Q8NBJ4	GOLM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114677.41	0	76757.43	0	0	16318.39	15747.163	17461.854	0
Q8NBJ5	COLGALT1	0	7190.0293	10159.589	0	0	0	10484.682	8248.446	0	10840.248	73345.625	27737.848	0	13608.795	12216.2295	9835.562	7433.315	19682.61	33579.76	68334.01	38007.46	21660.828	81055.23	74622.25	94746.55	76493.0	49338.97
Q8NBJ7	SUMF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15877.922	9535.398	0
Q8NBM4	UBAC2	0	0	0	0	0	0	0	0	0	36930.523	35375.453	40938.035	38968.637	33571.555	47028.812	67550.6	56416.656	64134.902	100475.3	102107.8	110454.96	77816.66	81211.83	76821.92	41117.32	63227.016	70612.375
Q8NBM8	PCYOX1L	0	0	0	0	0	0	0	0	0	7873.612	18355.064	0	8303.3	0	10015.928	69667.87	29677.426	57531.89	13056.881	26381.281	11092.228	8599.874	13057.103	34979.984	37964.75	29440.387	14673.827
Q8NBP0	TTC13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20543.281	20450.438	50483.137	109330.1	54530.805	107144.3	12506.72	63237.387	22410.02	21457.791	40353.703	5197.4023
Q8NBR6	MINDY2	0	25032.053	21184.916	0	0	22892.004	0	0	28625.49	35703.77	36795.492	11955.8545	46046.312	13723.342	40752.43	0	0	0	0	0	0	0	0	0	0	0	0
Q8NBS9	TXNDC5	7930.084	0	0	0	0	0	0	0	0	16439.484	100703.46	21921.05	21261.389	7689.5234	8435.915	51685.363	9781.143	0	11058.712	36096.52	22214.01	47274.34	20995.543	84018.12	158495.2	70077.7	80152.83
Q8NBT2	SPC24	198654.95	196253.03	194026.62	170653.69	169640.34	196571.92	166042.52	254923.95	173422.45	223027.02	242271.81	239222.34	265003.66	250692.73	252701.9	335329.7	296965.03	328198.97	384737.75	393272.1	387848.4	310011.66	258388.28	227372.61	209665.16	345353.9	329297.34
