PROTID	GENEID	cGFP_C1_6h_BioID_1_INT	cGFP_C1_6h_BioID_2_INT	cGFP_C1_6h_BioID_3_INT	cGFP_C2_6h_BioID_1_INT	cGFP_C2_6h_BioID_2_INT	cGFP_C2_6h_BioID_3_INT	cGFP_C3_6h_BioID_1_INT	cGFP_C3_6h_BioID_2_INT	cGFP_C3_6h_BioID_3_INT	cGFP_C4_6h_BioID_1_INT	cGFP_C4_6h_BioID_2_INT	cGFP_C4_6h_BioID_3_INT	cGFP_C5_6h_BioID_1_INT	cGFP_C5_6h_BioID_2_INT	cGFP_C5_6h_BioID_3_INT	cGFP_N1_6h_BioID_1_INT	cGFP_N1_6h_BioID_2_INT	cGFP_N1_6h_BioID_3_INT	cGFP_N2_6h_BioID_1_INT	cGFP_N2_6h_BioID_2_INT	cGFP_N2_6h_BioID_3_INT	cGFP_N3_6h_BioID_1_INT	cGFP_N3_6h_BioID_2_INT	cGFP_N3_6h_BioID_3_INT	cGFP_N4_6h_BioID_1_INT	cGFP_N4_6h_BioID_2_INT	cGFP_N4_6h_BioID_3_INT
na	na	cGFP_C1_6h_BioID	cGFP_C1_6h_BioID	cGFP_C1_6h_BioID	cGFP_C2_6h_BioID	cGFP_C2_6h_BioID	cGFP_C2_6h_BioID	cGFP_C3_6h_BioID	cGFP_C3_6h_BioID	cGFP_C3_6h_BioID	cGFP_C4_6h_BioID	cGFP_C4_6h_BioID	cGFP_C4_6h_BioID	cGFP_C5_6h_BioID	cGFP_C5_6h_BioID	cGFP_C5_6h_BioID	cGFP_N1_6h_BioID	cGFP_N1_6h_BioID	cGFP_N1_6h_BioID	cGFP_N2_6h_BioID	cGFP_N2_6h_BioID	cGFP_N2_6h_BioID	cGFP_N3_6h_BioID	cGFP_N3_6h_BioID	cGFP_N3_6h_BioID	cGFP_N4_6h_BioID	cGFP_N4_6h_BioID	cGFP_N4_6h_BioID
O00401	WASL	34595.258	30150.129	38526.113	24123.72	18563.209	44661.137	6956.7026	53420.21	32557.371	47743.742	44263.32	18478.553	45290.77	49473.05	52396.156	0	0	0	0	0	0	0	0	0	0	0	0
O00410	IPO5	121277.98	126438.82	133638.03	127702.53	136174.72	72607.01	111021.01	114005.59	136018.22	147010.75	272886.34	165659.4	168010.12	122029.34	190693.58	502611.56	337674.62	394533.8	480420.6	443408.66	475638.47	560930.4	638446.94	814772.75	987730.3	880579.75	773869.0
O00411	POLRMT	58929.53	63585.633	63096.49	22725.307	23222.004	61555.383	47044.438	26563.79	48502.7	29865.79	46025.203	34065.57	31210.32	62270.914	61905.76	7572.677	12217.972	8247.512	0	0	0	0	0	0	0	0	0
O00418	EEF2K	326525.84	341101.9	334819.9	113814.39	146091.84	329759.25	229706.95	295417.44	226565.11	239153.38	207167.88	225911.98	304480.03	309483.0	280601.3	22222.008	37421.492	25758.477	32263.887	21915.797	32617.43	24188.133	36725.008	0	13167.412	58489.133	13532.227
O00422	SAP18	66591.74	72542.586	39476.707	81708.35	82271.266	42363.312	82139.07	42425.234	56178.67	41552.49	46007.855	51774.586	23982.027	19083.426	45295.934	68209.96	69879.59	75202.0	76939.836	67892.695	65750.11	53360.812	61320.29	49495.43	57787.91	44275.156	55617.062
O00423	EML1	13222.674	14887.3	16593.164	0	5113.1084	15348.973	0	14545.148	9346.443	14941.724	10558.737	11729.781	0	16118.002	14520.804	0	0	8479.338	13047.378	13585.046	13532.016	0	0	0	0	0	0
O00425	IGF2BP3	219526.47	218353.28	237670.28	289938.2	281506.2	247308.94	229194.9	315976.53	250828.03	272026.66	271806.38	284453.62	257964.9	263721.38	239969.89	466198.56	674364.5	494253.5	828406.3	999808.6	930862.3	971002.5	933309.5	930081.2	995349.5	925022.94	867687.2
O00429	DNM1L	1165243.6	1204474.6	1193241.1	657889.94	729997.5	1276679.2	931976.6	1174253.6	946499.6	1428260.8	1255833.5	1293670.2	1421852.1	1567821.5	1427633.2	877407.6	867584.1	868017.5	727967.8	736960.25	773649.6	835648.25	911545.94	812819.9	936308.06	957604.4	916250.75
O00442	RTCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292521.8	300227.56	265338.06	207518.14	177582.88	231625.72	93433.56	138938.72	157961.81	196531.31	227045.33	133635.12
O00443	PIK3C2A	535155.4	526813.75	600188.4	229698.73	275437.47	598828.94	429872.94	477646.72	420130.1	613475.6	617722.4	700991.2	602502.44	633625.0	592408.6	531826.0	557181.0	634321.7	595714.44	557837.8	573215.3	604727.5	609885.75	532194.75	406872.53	454406.88	582236.75
O00458	IFRD1	13938.933	14312.829	14038.586	8481.471	8703.614	12950.089	8493.624	12538.214	6504.752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00459	PIK3R2	43113.168	36494.293	37920.58	26816.682	27714.795	89499.18	64830.516	112532.96	62656.57	28984.518	17380.076	16854.213	40323.816	20549.887	26623.977	95121.92	77488.78	104885.195	122592.95	122794.555	86164.516	150294.61	113719.22	127952.49	107368.945	116687.67	137958.83
O00463	TRAF5	102422.76	115627.45	130282.47	55161.836	74282.14	196562.72	156575.39	157262.73	116604.53	182968.45	150239.33	173680.66	161229.6	160403.39	148289.64	75179.766	94388.66	90646.734	83173.555	82055.484	62257.465	73924.375	65020.285	103525.24	84655.484	138711.28	83583.72
O00468	AGRN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24229.936	26780.615	0	28361.002	27389.63	0	0	0	13034.28	19005.822	10611.435
O00469	PLOD2	0	0	0	0	0	0	7538.4814	0	6700.7285	0	0	0	0	0	0	24189.719	32131.377	31205.383	19346.828	6145.969	5092.0703	32965.96	31968.57	9096.864	36311.96	27052.607	30983.352
O00472	ELL2	0	0	0	24453.86	35324.67	14199.756	28155.043	0	33247.07	0	0	14461.732	21848.217	18301.512	15398.471	0	0	0	0	0	0	0	0	0	0	0	0
O00483	NDUFA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58167.32	28036.678	41158.59	56621.535	100600.125	66144.08	89500.86	110717.016	136657.22	168963.77	186029.48	151925.28
O00487	PSMD14	262159.88	288587.25	270495.88	251003.27	260973.3	269326.56	243410.95	255753.1	280510.97	343410.66	273644.9	326160.03	335334.88	329195.12	328990.6	274046.3	292304.22	222145.86	201685.48	179810.78	268371.56	135307.33	211368.14	222522.77	289509.88	280647.78	250106.44
O00505	KPNA3	166838.0	148335.56	184964.5	405409.38	400333.12	154163.14	251873.95	164773.5	246145.55	153993.45	150401.27	165111.56	140832.55	148179.44	153431.33	284425.7	257932.73	375655.25	368034.78	346219.78	356217.9	339894.9	322355.3	317981.1	364689.34	315259.66	368584.78
O00512	BCL9	31180.078	30441.05	33320.266	105759.46	206160.45	26958.418	67475.83	30245.918	66831.125	0	14671.351	17315.115	0	16936.197	17499.611	0	0	0	0	0	0	0	0	0	0	0	0
O00541	PES1	118508.39	114723.484	124388.92	285441.4	308708.0	129169.234	216289.16	142318.06	196322.36	110654.09	121089.54	110832.27	112844.56	87449.67	97720.02	273674.75	241323.92	259591.0	312392.38	313059.44	329484.88	225962.4	251320.3	212518.19	263614.03	272961.9	269540.7
O00560	SDCBP	66760.55	76849.51	81606.33	20139.475	34060.86	71517.74	33717.62	40923.234	41355.344	53953.58	73131.15	36905.625	13826.925	51683.953	53268.16	38284.562	29021.273	54144.977	68075.36	71188.16	66751.72	73091.87	82730.266	72358.95	101571.125	89115.45	90545.64
O00566	MPHOSPH10	14644.426	0	0	0	8709.257	7719.2227	11944.734	0	12840.551	0	0	0	0	0	0	8396.14	27359.031	0	5833.203	0	5906.4336	0	0	0	0	0	0
O00567	NOP56	107366.125	49490.914	44980.71	197373.08	206629.92	113788.53	173469.47	66454.03	164430.69	0	14775.348	0	0	0	0	481937.72	515277.2	543362.94	732438.3	623716.0	612667.25	497175.75	486369.88	488486.5	419594.9	447760.78	457955.34
O00571	DDX3X	4217545.0	4074573.5	4070029.8	2197288.0	2117373.2	4400155.5	3666005.8	3962303.5	3661047.5	3823319.2	3154245.5	3538656.8	4198167.5	4008196.8	3983030.2	4005912.5	4549392.0	3702181.0	3319328.5	3475124.8	3338631.2	2703019.0	3196077.0	2886895.0	2716247.5	2452085.5	2723193.5
O00628	PEX7	45409.85	47135.05	40236.496	8087.011	14347.424	52746.664	50985.203	30143.54	41121.875	29370.91	23485.613	14847.165	46681.684	50155.477	37094.348	44226.688	68139.92	47183.61	46178.164	57959.02	64620.055	51909.914	146035.67	57926.51	18306.225	52923.516	26320.127
O00629	KPNA4	368912.7	350050.12	354298.06	678338.25	690428.6	356752.75	513011.97	313419.6	466406.6	325658.8	345784.06	338256.12	325945.28	312185.25	316207.72	360578.78	388799.4	428214.4	514598.16	579636.5	570830.0	428319.94	412109.9	396014.62	382540.5	360054.44	360639.38
O00635	TRIM38	0	13403.462	19646.54	0	0	18461.191	15130.27	12690.127	11461.73	10514.61	0	0	10290.695	0	0	0	0	0	0	0	0	16637.969	16757.637	16669.375	12797.768	9976.631	18660.75
O00712	NFIB	0	0	0	20787.678	21801.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00716	E2F3	246765.94	221179.61	289305.2	431420.16	411787.78	227255.6	273543.47	229172.22	247136.72	148858.0	128016.64	137582.03	144051.4	164329.45	154682.08	47123.133	42384.008	55487.18	107016.42	79367.89	89500.66	42179.71	29610.328	15960.053	23040.7	23813.502	65511.234
O00743	PPP6C	206512.77	188053.03	197196.23	149271.14	162810.38	204749.05	197883.95	204371.14	208240.11	220831.05	214899.47	204822.58	250720.72	224111.64	249096.77	356376.22	383555.22	364233.88	367195.44	332290.88	341488.66	383273.84	393838.72	372087.3	330774.25	312364.6	347488.06
O00750	PIK3C2B	71509.27	81164.73	91527.99	9393.153	0	88587.89	65189.926	121570.586	56004.508	91920.34	64812.09	96675.0	99684.25	99127.73	114487.875	50819.32	55782.0	41692.15	12944.693	12198.643	53550.945	15484.839	14693.019	15752.075	14359.911	13605.013	12354.623
O00754	MAN2B1	0	0	13875.668	25299.086	0	0	0	0	0	0	20506.771	0	0	4065.9563	0	6854.1226	0	0	0	6692.2583	0	0	0	10085.587	8365.4375	3710.0818	0
O00762	UBE2C	90910.26	88238.984	83852.69	68965.16	72541.86	75129.93	68148.055	73475.66	69422.54	74612.77	76330.71	69933.24	72851.8	56664.062	72429.52	80517.35	30124.55	72898.32	17757.082	40976.934	0	58942.23	80576.81	128036.81	129944.07	113386.87	13507.767
O00763	ACACB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	484345.38	493670.56	547722.9	905404.75	864130.2	891781.44	645750.06	786925.25	696883.94	697212.5	715076.06	778399.75
O00764	PDXK	0	0	0	0	0	0	0	0	0	0	20091.453	0	6024.0483	0	20216.963	37921.24	27667.818	34465.836	0	48443.09	0	0	0	0	33430.312	47514.86	0
O14497	ARID1A	67400.39	67644.664	87182.94	275709.25	301903.34	100676.69	235377.5	56898.23	226162.11	48963.277	34333.348	34660.094	34580.32	26363.684	20055.77	95464.42	103194.72	128692.08	161714.19	135582.7	211556.66	133605.34	97552.945	133913.36	166057.47	86745.95	92575.01
O14519	CDK2AP1	78290.53	92414.734	83577.516	148748.4	169706.9	62203.1	135261.45	120432.61	144999.52	125578.21	97788.81	124448.3	115962.63	103259.234	112059.76	128477.625	110103.24	63211.34	105996.83	102770.42	112709.05	382376.2	18487.959	8018.6924	376511.25	393506.53	12512.98
O14523	C2CD2L	6700.2754	9245.94	11279.408	0	0	39680.516	26845.637	37047.43	23516.59	0	2696.3271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O14524	NEMP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50362.53	35939.934	42260.47	41767.08	70803.09	66777.01	47834.32	45665.43	44107.934	36163.137	38462.41	39889.992
O14530	TXNDC9	105452.5	105011.555	102272.84	86605.72	90941.46	98747.555	86337.375	101595.42	86977.31	109447.8	109726.8	127330.58	120296.58	136030.16	128330.55	128700.69	123349.52	121333.42	126836.81	95318.734	106091.42	176699.97	171134.62	168944.75	149212.44	152656.61	158976.97
O14531	DPYSL4	80297.31	124039.91	117801.75	67782.805	46459.062	107492.79	84442.71	83296.414	72018.27	99501.92	91563.375	91862.98	112870.06	122585.45	127416.41	101339.58	64243.383	65245.086	91520.6	51331.555	56275.195	12901.68	50585.04	35570.125	108400.516	121798.555	34734.88
O14544	SOCS6	0	0	0	0	0	31227.174	0	27708.184	6466.2075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O14545	TRAFD1	27096.057	23643.143	24633.95	24033.67	26042.387	25739.69	24614.604	23980.549	17958.182	12798.838	21813.855	3846.6204	10794.347	26477.605	19389.111	0	0	0	0	0	0	0	0	0	0	0	0
O14548	COX7A2L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20973.68	18995.047	0	16926.742	23056.955	21911.625
O14562	UBFD1	156891.48	213121.58	152754.88	174765.75	182974.97	210163.58	235395.84	167657.34	197197.34	188195.83	172611.84	162836.78	234579.1	147742.75	165013.6	497992.62	546922.7	518643.88	625996.56	290950.2	603216.0	474015.38	490201.28	569917.9	713247.0	698728.44	713144.06
O14576	DYNC1I1	0	0	16746.377	0	0	0	0	0	0	33109.062	41539.69	34990.375	37012.926	17904.174	38154.45	26364.783	28562.549	28100.42	0	0	22711.648	0	0	0	0	0	0
O14578	CIT	258510.69	225893.84	235142.64	115046.47	171897.47	236615.97	267770.22	240448.83	131917.36	49715.566	81264.375	129882.81	118097.85	80774.484	111381.58	45315.844	61195.21	33551.453	92705.66	0	54530.457	13106.437	0	123970.82	0	0	0
O14579	COPE	175638.86	197561.33	181523.94	83464.26	79440.3	134309.81	102725.914	139093.27	104137.34	150900.86	126613.0	149079.05	168249.02	157867.27	173665.39	281301.5	265072.22	299446.78	874475.25	799176.44	855560.56	889746.5	269392.88	293663.7	348025.2	276017.88	256441.67
O14593	RFXANK	16653.586	19201.26	17797.975	23210.783	23279.19	15878.461	18348.682	17277.744	13913.6455	0	0	0	0	0	0	4231.9883	3568.9473	0	0	0	0	0	0	0	0	0	0
O14617	AP3D1	221523.92	153321.12	203018.64	142079.02	175727.75	227196.3	227307.17	220570.7	198851.72	66014.53	86116.95	20231.443	68603.57	92094.05	79338.89	137689.84	146770.92	170066.0	148506.69	135396.36	165096.23	85342.85	86023.25	124003.05	90812.15	111034.09	100078.09
O14618	CCS	0	0	0	0	4874.264	4384.6743	7875.847	0	10449.935	0	0	0	0	0	0	0	2113.457	0	0	0	0	0	0	0	0	0	0
O14628	ZNF195	0	0	25005.965	50567.305	43562.477	23110.531	36175.547	26261.605	33310.418	0	0	0	0	0	0	61651.18	22653.287	36575.08	64858.336	57001.25	34743.535	17410.742	16437.078	16452.393	0	16546.19	15435.122
O14639	ABLIM1	395186.56	330408.97	325237.2	219005.1	199782.69	352812.7	278956.8	339163.28	296950.38	412882.5	355802.72	149716.48	489260.47	311952.22	245316.31	602891.6	533300.5	115274.74	391177.38	289900.34	373223.4	93492.87	111381.336	111197.97	128076.84	139334.52	102992.34
O14640	DVL1	298068.75	102475.336	261119.28	230754.38	234919.3	280241.94	223009.97	291220.53	213857.53	257033.84	281513.62	256349.52	275694.75	297147.12	266021.8	261849.3	283379.75	263664.38	289292.2	144540.78	146595.77	155354.6	175094.72	198484.67	180231.12	177445.08	152526.72
O14641	DVL2	430652.2	457359.75	488344.1	481231.66	552204.0	628250.94	556476.94	547249.9	561073.6	545283.6	480192.97	504850.16	550847.1	581868.9	543324.1	1744311.4	1839083.0	1693513.0	1786469.5	1299496.6	1539205.4	1617019.4	1765003.2	1772862.2	1269710.8	1414332.0	1328436.1
O14653	GOSR2	0	0	0	0	0	0	0	0	0	10457.547	0	0	13860.887	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O14654	IRS4	756867.0	757453.0	730327.0	669407.2	666464.6	1405286.6	1044396.75	1218425.5	1194904.2	532502.7	514019.3	521243.3	527167.56	507310.25	572240.06	1859420.8	2095394.8	2144292.2	2622471.0	2256357.8	2453008.5	2974944.0	2819406.0	2463562.0	2538402.5	2692598.2	3085194.2
O14662	STX16	21467.082	21071.434	22267.377	15358.015	15037.525	31475.055	19378.85	33633.625	16400.701	11283.142	14097.882	10415.211	12323.507	16386.496	15238.684	10628.009	0	0	0	13568.252	9325.886	0	10982.162	0	14617.335	14651.773	0
O14686	KMT2D	121366.94	213625.38	204808.22	359173.03	326592.06	129067.22	240077.08	151512.12	208927.27	221890.27	181915.22	208667.31	265980.94	127406.85	190601.38	214621.69	179237.89	285874.72	435433.78	452823.2	510222.16	237616.88	352172.53	271614.84	204151.7	276542.94	198750.9
O14717	TRDMT1	0	9769.48	11732.63	0	0	14201.787	11520.881	0	12943.606	0	12046.043	0	9156.632	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O14727	APAF1	18844.826	16886.104	21835.828	25547.412	23958.527	41817.594	26796.922	36957.105	30428.938	41244.445	40844.633	37784.758	38453.996	41850.58	39146.582	35984.117	34098.32	69938.805	48318.51	52818.12	46944.86	0	101140.055	8033.7524	10448.125	37335.504	0
O14730	RIOK3	14149.742	15775.594	14714.1875	9037.836	13324.318	13624.611	0	13719.612	0	0	10871.952	15246.695	11016.746	11978.856	14892.046	0	0	0	0	0	0	0	0	0	0	0	0
O14733	MAP2K7	0	0	0	0	0	0	0	13590.105	4331.4204	11855.607	0	0	0	3158.129	14947.386	0	0	0	0	0	0	0	0	0	0	0	0
O14734	ACOT8	27320.67	0	15811.534	0	0	42372.21	61807.305	15189.013	62406.42	20778.922	30837.287	15077.497	24425.854	0	18866.926	120878.53	110281.41	121144.25	123692.53	169771.19	162934.53	144589.3	142242.78	193700.08	150468.02	161157.44	141784.39
O14735	CDIPT	0	0	0	13072.542	11260.7	0	12638.736	0	13109.46	14738.058	0	8451.603	13960.807	13297.8	12588.798	20975.895	20793.832	22402.258	39959.582	49359.277	54352.023	31679.791	39874.996	40687.805	18169.338	30486.062	49295.777
O14737	PDCD5	471209.8	486241.28	478178.12	526025.9	511577.75	557925.3	565938.4	479095.88	556233.7	431581.6	540176.94	412430.72	461167.88	457006.3	452246.0	652611.94	636757.8	583560.75	826928.75	682762.5	699481.6	638127.0	672878.25	678699.0	733363.5	562432.25	629956.7
O14744	PRMT5	402204.88	392482.1	443977.3	260225.6	269463.88	479442.34	358233.8	437019.47	402806.38	547062.3	581896.6	543154.25	707693.56	675511.9	633540.0	607286.94	512476.62	606844.1	637010.06	586322.0	648503.5	790667.06	832285.75	793324.2	961252.75	818573.75	793769.25
O14745	NHERF1	217757.62	262893.5	202966.12	126464.27	124829.234	308120.75	231297.12	327433.06	235309.34	225305.73	246284.2	226570.5	270824.28	216815.55	251960.83	210437.06	205504.62	220835.62	235427.47	213626.03	214228.7	161510.55	182821.62	121487.914	149173.34	154339.89	147053.97
O14763	TNFRSF10B	39987.11	37648.29	61207.35	40162.773	36605.32	151950.78	111113.164	125570.45	105323.64	34260.3	0	18628.22	27446.238	29637.541	31632.32	16983.115	12442.715	16203.512	0	0	11960.018	0	0	0	0	0	0
O14770	MEIS2	10869.506	0	9521.045	28420.715	9602.176	0	7529.0034	0	16284.277	0	0	7201.9688	0	0	0	0	0	0	0	0	0	0	0	0	5259.9824	4947.4097	0
O14772	FPGT	0	14886.388	0	0	0	0	0	0	0	0	16131.093	16475.133	17667.904	17705.553	16830.08	0	0	0	0	0	0	0	0	0	0	0	0
O14773	TPP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118382.586	0	169251.98	159165.44	10851.383	0	26549.379	0	23924.902	46338.176	26331.186	23743.887
O14775	GNB5	0	0	0	0	0	15951.83	8520.602	16607.465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O14776	TCERG1	362564.88	332760.12	392237.25	752868.7	757670.6	413302.97	502854.78	303150.06	535777.2	203963.17	299902.75	250267.53	148479.25	163017.7	162452.6	201726.73	269059.56	301166.5	284269.2	252507.94	251499.23	192438.27	214265.4	205200.53	177802.78	159256.16	213735.0
O14777	NDC80	160656.58	168512.16	168282.95	107751.2	110077.24	175289.23	149772.61	152839.19	156124.62	98310.55	129473.57	77659.52	94589.445	98454.66	123343.125	75593.19	123550.625	189545.36	336294.84	406550.66	392694.34	281848.3	244656.33	180904.86	186712.22	186627.86	244678.95
O14786	NRP1	0	0	0	0	0	15736.926	10391.982	15254.294	10650.274	0	0	0	0	0	0	8407.718	0	13868.466	0	0	0	0	0	0	20842.174	0	0
O14802	POLR3A	591165.2	585294.6	563777.7	970286.56	1006706.7	646420.4	726520.0	495009.8	742334.0	382869.62	419541.8	406279.9	367975.44	259543.66	313081.38	399655.25	394242.4	406182.3	352729.16	412396.3	451133.75	410879.9	438062.38	354718.88	388330.03	388022.06	394435.9
O14818	PSMA7	233244.53	265958.0	189909.48	204981.38	327833.3	178353.3	147342.48	161172.33	165865.11	247746.27	222869.3	227606.4	234370.73	257963.34	223637.84	236247.77	158013.08	252346.72	382987.1	369435.53	327850.62	397872.62	439252.3	411528.22	385165.88	418783.84	423175.44
O14828	SCAMP3	0	15242.71	15969.528	0	0	15472.524	16985.984	16951.545	13902.97	0	0	0	0	0	0	119876.06	47461.996	98393.78	97650.85	112794.69	80612.086	47399.582	52267.438	174630.38	182606.98	134993.72	93400.4
O14832	PHYH	142312.28	134856.9	143609.31	39066.363	72122.55	147756.62	111906.02	138069.44	119397.31	36310.66	94476.695	73843.25	74436.984	46264.703	96032.38	47418.875	49390.395	48577.33	43975.2	43006.027	42341.508	0	13730.833	0	16320.028	11552.072	31967.354
O14867	BACH1	219719.39	233529.25	216471.31	206716.75	196692.33	235043.31	171385.0	240636.44	188139.5	232426.78	223250.52	251641.33	217768.77	238913.36	248399.56	765918.6	754402.06	934861.44	660356.75	629359.1	638245.44	649971.06	803496.44	600970.3	491585.72	608414.75	637540.25
O14874	BCKDK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46109.26	62840.406	66904.305	63273.664	86991.28	96135.2	535454.1	115207.164	135540.17	614253.56	642814.0	616840.25
O14880	MGST3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9688.879	4286.629	0	0	9941.125	17695.96	0	0	0	0	18194.674	804.58405
O14893	GEMIN2	7714.47	10174.723	0	13236.261	10828.999	10951.231	9171.399	12634.938	7737.0664	0	0	0	0	0	0	42560.855	46532.93	62396.727	83103.17	95467.516	77001.56	99223.34	106403.516	98598.69	89621.164	73917.26	72657.164
O14907	TAX1BP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32689.217	26819.938	25488.623	0
O14908	GIPC1	149137.12	153131.44	157535.47	146815.0	147234.97	244955.12	204739.64	234336.97	193306.6	135215.34	211136.89	97950.79	119472.37	102264.89	105094.87	20463.936	18583.398	16389.621	11680.355	11510.56	12613.26	8890.194	11176.446	12369.298	22949.459	13975.811	12387.07
O14920	IKBKB	5968.6567	0	0	0	0	0	0	0	0	47949.547	47111.156	46393.11	52223.668	52808.703	48393.684	0	0	8329.847	32992.188	9115.859	29344.604	36169.26	31255.32	34929.387	39700.617	22622.846	21393.564
O14925	TIMM23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29325.715	17851.441	26044.8	28704.373	31212.59	30959.963	33351.625	27386.65	43269.188	44653.555	50157.277	38733.125
O14929	HAT1	884017.56	870729.1	701354.0	1644416.1	1665653.4	1154975.4	1537843.0	1027681.8	1555185.1	772748.06	639055.8	792751.4	642443.25	607912.8	622069.25	1015922.75	1129354.5	976106.3	1491578.8	1252995.6	1378704.8	541357.3	703606.06	674761.44	713155.5	696580.4	623258.9
O14936	CASK	363709.06	504890.6	411380.12	205963.72	189065.47	616501.1	400838.88	500778.12	409075.88	303529.6	318484.28	376271.5	423228.88	371565.62	391212.2	284559.62	285300.44	267280.12	222958.22	281658.0	280573.7	269620.16	256110.4	265430.1	245933.72	271479.47	190255.69
O14939	PLD2	0	0	0	0	0	0	0	0	0	14975.231	15475.241	19049.215	17099.783	17101.303	17478.215	0	0	0	0	0	0	8456.23	4742.223	0	0	0	0
O14949	UQCRQ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15683.751	0	0	17483.057	28969.26	17944.04	12106.696	10809.472	46521.39	26368.578	31486.553	13839.716
O14950	MYL12B	242610.27	227349.3	264196.66	137995.69	143340.62	279701.47	225311.56	266916.6	218337.83	366203.88	370057.22	350252.66	490032.1	446746.78	384807.3	347106.44	264572.88	246544.0	286763.25	288495.62	321093.1	338237.06	424243.6	485693.97	525895.2	428211.9	540971.0
O14957	UQCR11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31952.252	16345.802	23386.97	12477.168	20986.203	16618.623	12373.801	0	31399.852	38110.566	38571.43	18392.225
O14964	HGS	198057.55	184993.36	184707.56	114629.31	129385.13	251427.66	174559.52	260938.69	197913.08	196885.95	145020.5	199523.66	233451.97	190204.05	209906.97	81013.234	81999.25	84622.6	100907.28	70127.35	68363.625	73137.42	77364.09	81836.48	138633.61	102232.17	108186.22
O14965	AURKA	59147.195	78246.016	74591.63	37184.754	37139.37	88267.43	78027.016	84104.516	74579.33	15814.842	22873.969	23825.348	29762.371	24636.002	14432.864	68637.19	62593.305	65839.84	62211.883	54404.875	64605.863	55491.42	48374.434	35649.434	85231.49	66931.016	29257.777
O14966	RAB29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55695.227	36098.543	79965.195	65487.652	61928.914	86637.98	19244.96	38106.715	38096.37	20067.703	43940.383	40482.445
O14967	CLGN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22897.512	0	0	13839.535	0	0	15155.51	0	0	0	0	0
O14974	PPP1R12A	566189.1	499396.3	547135.94	297855.38	282497.84	583762.5	343701.4	541658.75	392930.47	609944.06	536762.06	585668.44	537504.2	568224.75	603306.3	121001.03	135719.1	113461.375	125280.64	141896.33	172549.78	213519.53	143625.67	88864.47	107912.18	163130.42	124825.445
O14975	SLC27A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4448.5723	0	1751.836	3635.8455	0	0	0	0	0	0	0	0
O14976	GAK	134489.4	135950.62	132347.52	49115.242	59521.406	117750.586	72335.875	125722.46	72170.79	100456.234	100411.19	105210.55	74966.45	88675.88	100390.875	173507.62	159639.19	156870.2	156521.1	165761.97	169840.84	199079.11	187580.06	216333.39	213556.78	224151.38	191877.6
