organism	method	version	experiment no	experiment
human	bioid	version1.0	experiment837	CC837
human	bioid	version1.0	experiment838	CC838
human	bioid	version1.0	experiment839	CC839
human	bioid	version1.0	experiment840	CC840
human	bioid	version1.0	experiment841	CC841
human	bioid	version1.0	experiment842	CC842
human	bioid	version1.0	experiment843	CC843
human	bioid	version1.0	experiment844	CC844
human	bioid	version1.0	experiment845	CC845
human	bioid	version1.0	experiment846	CC846
human	bioid	version1.0	experiment847	CC847
human	bioid	version1.0	experiment848	CC848
human	bioid	version1.0	experiment849	CC849
human	bioid	version1.0	experiment850	CC850
human	bioid	version1.0	experiment851	CC851
human	bioid	version1.0	experiment852	CC852
human	bioid	version1.0	experiment853	CC853
human	bioid	version1.0	experiment854	CC854
human	bioid	version1.0	experiment855	CC855
human	bioid	version1.0	experiment856	CC856
human	bioid	version1.0	experiment857	CC857
human	bioid	version1.0	experiment858	CC858
human	bioid	version1.0	experiment89	CC89
human	bioid	version1.0	experiment9	CC9
human	bioid	version1.0	experiment90	CC90
human	bioid	version1.0	experiment91	CC91
human	bioid	version1.0	experiment92	CC92
human	bioid	version1.0	experiment93	CC93
human	bioid	version1.0	experiment94	CC94
human	bioid	version1.0	experiment96	CC96
human	bioid	version1.0	experiment97	CC97
human	bioid	version1.0	experiment98	CC98
human	bioid	version1.0	experiment99	CC99
human	bioid	version1.1	experiment1	CC1
human	bioid	version1.1	experiment10	CC10
human	bioid	version1.1	experiment100	CC100
human	bioid	version1.1	experiment101	CC101
human	bioid	version1.1	experiment102	CC102
human	bioid	version1.1	experiment1020	CC1020
human	bioid	version1.1	experiment1021	CC1021
human	bioid	version1.1	experiment1022	CC1022
human	bioid	version1.1	experiment1023	CC1023
human	bioid	version1.1	experiment1024	CC1024
human	bioid	version1.1	experiment1025	CC1025
human	bioid	version1.1	experiment1026	CC1026
human	bioid	version1.1	experiment1027	CC1027
human	bioid	version1.1	experiment1028	CC1028
human	bioid	version1.1	experiment1029	CC1029
human	bioid	version1.1	experiment103	CC103
human	bioid	version1.1	experiment1030	CC1030
human	bioid	version1.1	experiment1031	CC1031
human	bioid	version1.1	experiment1032	CC1032
human	bioid	version1.1	experiment1033	CC1033
human	bioid	version1.1	experiment1034	CC1034
human	bioid	version1.1	experiment1035	CC1035
human	bioid	version1.1	experiment1036	CC1036
human	bioid	version1.1	experiment1037	CC1037
human	bioid	version1.1	experiment1038	CC1038
human	bioid	version1.1	experiment1039	CC1039
human	bioid	version1.1	experiment104	CC104
human	bioid	version1.1	experiment1040	CC1040
human	bioid	version1.1	experiment1041	CC1041
human	bioid	version1.1	experiment1042	CC1042
human	bioid	version1.1	experiment1043	CC1043
human	bioid	version1.1	experiment1044	CC1044
human	bioid	version1.1	experiment1045	CC1045
human	bioid	version1.1	experiment1046	CC1046
human	bioid	version1.1	experiment1047	CC1047
human	bioid	version1.1	experiment1048	CC1048
human	bioid	version1.1	experiment1049	CC1049
human	bioid	version1.1	experiment105	CC105
human	bioid	version1.1	experiment1050	CC1050
human	bioid	version1.1	experiment1051	CC1051
human	bioid	version1.1	experiment1052	CC1052
human	bioid	version1.1	experiment1053	CC1053
human	bioid	version1.1	experiment1054	CC1054
human	bioid	version1.1	experiment1055	CC1055
human	bioid	version1.1	experiment1056	CC1056
human	bioid	version1.1	experiment1057	CC1057
human	bioid	version1.1	experiment1058	CC1058
human	bioid	version1.1	experiment1059	CC1059
human	bioid	version1.1	experiment106	CC106
human	bioid	version1.1	experiment1060	CC1060
human	bioid	version1.1	experiment1061	CC1061
human	bioid	version1.1	experiment1062	CC1062
human	bioid	version1.1	experiment1063	CC1063
human	bioid	version1.1	experiment1064	CC1064
human	bioid	version1.1	experiment1066	CC1066
human	bioid	version1.1	experiment1067	CC1067
human	bioid	version1.1	experiment1068	CC1068
human	bioid	version1.1	experiment1069	CC1069
human	bioid	version1.1	experiment107	CC107
human	bioid	version1.1	experiment1070	CC1070
human	bioid	version1.1	experiment1071	CC1071
human	bioid	version1.1	experiment1072	CC1072
human	bioid	version1.1	experiment1073	CC1073
human	bioid	version1.1	experiment1074	CC1074
human	bioid	version1.1	experiment1075	CC1075
human	bioid	version1.1	experiment1076	CC1076
human	bioid	version1.1	experiment1077	CC1077
human	bioid	version1.1	experiment1078	CC1078
human	bioid	version1.1	experiment1079	CC1079
human	bioid	version1.1	experiment108	CC108
human	bioid	version1.1	experiment1080	CC1080
human	bioid	version1.1	experiment1081	CC1081
human	bioid	version1.1	experiment1082	CC1082
human	bioid	version1.1	experiment1083	CC1083
human	bioid	version1.1	experiment1084	CC1084
human	bioid	version1.1	experiment1085	CC1085
human	bioid	version1.1	experiment1086	CC1086
human	bioid	version1.1	experiment1087	CC1087
human	bioid	version1.1	experiment1088	CC1088
human	bioid	version1.1	experiment1089	CC1089
human	bioid	version1.1	experiment109	CC109
human	bioid	version1.1	experiment1090	CC1090
human	bioid	version1.1	experiment1091	CC1091
human	bioid	version1.1	experiment1092	CC1092
human	bioid	version1.1	experiment1093	CC1093
human	bioid	version1.1	experiment1094	CC1094
human	bioid	version1.1	experiment1095	CC1095
human	bioid	version1.1	experiment1096	CC1096
human	bioid	version1.1	experiment1097	CC1097
human	bioid	version1.1	experiment1098	CC1098
human	bioid	version1.1	experiment1099	CC1099
human	bioid	version1.1	experiment11	CC11
human	bioid	version1.1	experiment110	CC110
human	bioid	version1.1	experiment1100	CC1100
human	bioid	version1.1	experiment1101	CC1101
human	bioid	version1.1	experiment1102	CC1102
human	bioid	version1.1	experiment1103	CC1103
human	bioid	version1.1	experiment1104	CC1104
human	bioid	version1.1	experiment1105	CC1105
human	bioid	version1.1	experiment1106	CC1106
human	bioid	version1.1	experiment1107	CC1107
human	bioid	version1.1	experiment1108	CC1108
human	bioid	version1.1	experiment1109	CC1109
human	bioid	version1.1	experiment111	CC111
human	bioid	version1.1	experiment1110	CC1110
human	bioid	version1.1	experiment1111	CC1111
human	bioid	version1.1	experiment1112	CC1112
human	bioid	version1.1	experiment1113	CC1113
human	bioid	version1.1	experiment1114	CC1114
human	bioid	version1.1	experiment1115	CC1115
human	bioid	version1.1	experiment1116	CC1116
human	bioid	version1.1	experiment1117	CC1117
human	bioid	version1.1	experiment1118	CC1118
human	bioid	version1.1	experiment1119	CC1119
human	bioid	version1.1	experiment112	CC112
human	bioid	version1.1	experiment1120	CC1120
human	bioid	version1.1	experiment1121	CC1121
human	bioid	version1.1	experiment1122	CC1122
human	bioid	version1.1	experiment1123	CC1123
human	bioid	version1.1	experiment1124	CC1124
human	bioid	version1.1	experiment1125	CC1125
human	bioid	version1.1	experiment1126	CC1126
human	bioid	version1.1	experiment1127	CC1127
human	bioid	version1.1	experiment1128	CC1128
human	bioid	version1.1	experiment1129	CC1129
human	bioid	version1.1	experiment113	CC113
human	bioid	version1.1	experiment1130	CC1130
human	bioid	version1.1	experiment1131	CC1131
human	bioid	version1.1	experiment1132	CC1132
human	bioid	version1.1	experiment1133	CC1133
human	bioid	version1.1	experiment1134	CC1134
human	bioid	version1.1	experiment1135	CC1135
human	bioid	version1.1	experiment1136	CC1136
human	bioid	version1.1	experiment1137	CC1137
human	bioid	version1.1	experiment1138	CC1138
human	bioid	version1.1	experiment1139	CC1139
human	bioid	version1.1	experiment114	CC114
human	bioid	version1.1	experiment1140	CC1140
human	bioid	version1.1	experiment1141	CC1141
human	bioid	version1.1	experiment1142	CC1142
human	bioid	version1.1	experiment1143	CC1143
human	bioid	version1.1	experiment1144	CC1144
human	bioid	version1.1	experiment1145	CC1145
human	bioid	version1.1	experiment1146	CC1146
human	bioid	version1.1	experiment1147	CC1147
human	bioid	version1.1	experiment1148	CC1148
human	bioid	version1.1	experiment1149	CC1149
human	bioid	version1.1	experiment115	CC115
human	bioid	version1.1	experiment1150	CC1150
human	bioid	version1.1	experiment1151	CC1151
human	bioid	version1.1	experiment1152	CC1152
human	bioid	version1.1	experiment1153	CC1153
human	bioid	version1.1	experiment1154	CC1154
human	bioid	version1.1	experiment1155	CC1155
human	bioid	version1.1	experiment1156	CC1156
human	bioid	version1.1	experiment1157	CC1157
human	bioid	version1.1	experiment1158	CC1158
human	bioid	version1.1	experiment1159	CC1159
human	bioid	version1.1	experiment1160	CC1160
human	bioid	version1.1	experiment1161	CC1161
human	bioid	version1.1	experiment1162	CC1162
human	bioid	version1.1	experiment1163	CC1163
human	bioid	version1.1	experiment1164	CC1164
human	bioid	version1.1	experiment1165	CC1165
human	bioid	version1.1	experiment1166	CC1166
human	bioid	version1.1	experiment1167	CC1167
human	bioid	version1.1	experiment1168	CC1168
human	bioid	version1.1	experiment1169	CC1169
human	bioid	version1.1	experiment117	CC117
human	bioid	version1.1	experiment1170	CC1170
human	bioid	version1.1	experiment1171	CC1171
human	bioid	version1.1	experiment1172	CC1172
human	bioid	version1.1	experiment1174	CC1174
human	bioid	version1.1	experiment1175	CC1175
human	bioid	version1.1	experiment1176	CC1176
human	bioid	version1.1	experiment1177	CC1177
human	bioid	version1.1	experiment1178	CC1178
human	bioid	version1.1	experiment1179	CC1179
human	bioid	version1.1	experiment118	CC118
human	bioid	version1.1	experiment1180	CC1180
human	bioid	version1.1	experiment1181	CC1181
human	bioid	version1.1	experiment1182	CC1182
human	bioid	version1.1	experiment1183	CC1183
human	bioid	version1.1	experiment1184	CC1184
human	bioid	version1.1	experiment1185	CC1185
human	bioid	version1.1	experiment119	CC119
human	bioid	version1.1	experiment12	CC12
human	bioid	version1.1	experiment120	CC120
human	bioid	version1.1	experiment121	CC121
human	bioid	version1.1	experiment122	CC122
human	bioid	version1.1	experiment123	CC123
human	bioid	version1.1	experiment124	CC124
human	bioid	version1.1	experiment128	CC128
human	bioid	version1.1	experiment129	CC129
human	bioid	version1.1	experiment13	CC13
human	bioid	version1.1	experiment130	CC130
human	bioid	version1.1	experiment131	CC131
human	bioid	version1.1	experiment135	CC135
human	bioid	version1.1	experiment136	CC136
human	bioid	version1.1	experiment137	CC137
human	bioid	version1.1	experiment138	CC138
human	bioid	version1.1	experiment139	CC139
human	bioid	version1.1	experiment14	CC14
human	bioid	version1.1	experiment140	CC140
human	bioid	version1.1	experiment141	CC141
human	bioid	version1.1	experiment142	CC142
human	bioid	version1.1	experiment147	CC147
human	bioid	version1.1	experiment148	CC148
human	bioid	version1.1	experiment15	CC15
human	bioid	version1.1	experiment154	CC154
human	bioid	version1.1	experiment156	CC156
human	bioid	version1.1	experiment157	CC157
human	bioid	version1.1	experiment158	CC158
human	bioid	version1.1	experiment159	CC159
human	bioid	version1.1	experiment16	CC16
human	bioid	version1.1	experiment160	CC160
human	bioid	version1.1	experiment161	CC161
human	bioid	version1.1	experiment162	CC162
human	bioid	version1.1	experiment163	CC163
human	bioid	version1.1	experiment164	CC164
human	bioid	version1.1	experiment165	CC165
human	bioid	version1.1	experiment166	CC166
human	bioid	version1.1	experiment167	CC167
human	bioid	version1.1	experiment168	CC168
human	bioid	version1.1	experiment169	CC169
human	bioid	version1.1	experiment17	CC17
human	bioid	version1.1	experiment170	CC170
human	bioid	version1.1	experiment171	CC171
human	bioid	version1.1	experiment172	CC172
human	bioid	version1.1	experiment173	CC173
human	bioid	version1.1	experiment174	CC174
human	bioid	version1.1	experiment175	CC175
human	bioid	version1.1	experiment176	CC176
human	bioid	version1.1	experiment177	CC177
human	bioid	version1.1	experiment178	CC178
human	bioid	version1.1	experiment179	CC179
human	bioid	version1.1	experiment18	CC18
human	bioid	version1.1	experiment180	CC180
human	bioid	version1.1	experiment181	CC181
human	bioid	version1.1	experiment182	CC182
human	bioid	version1.1	experiment183	CC183
human	bioid	version1.1	experiment184	CC184
human	bioid	version1.1	experiment185	CC185
human	bioid	version1.1	experiment186	CC186
human	bioid	version1.1	experiment187	CC187
human	bioid	version1.1	experiment188	CC188
human	bioid	version1.1	experiment189	CC189
human	bioid	version1.1	experiment19	CC19
human	bioid	version1.1	experiment190	CC190
human	bioid	version1.1	experiment191	CC191
human	bioid	version1.1	experiment192	CC192
human	bioid	version1.1	experiment193	CC193
human	bioid	version1.1	experiment194	CC194
human	bioid	version1.1	experiment195	CC195
human	bioid	version1.1	experiment196	CC196
human	bioid	version1.1	experiment197	CC197
human	bioid	version1.1	experiment198	CC198
human	bioid	version1.1	experiment199	CC199
human	bioid	version1.1	experiment2	CC2
human	bioid	version1.1	experiment20	CC20
human	bioid	version1.1	experiment200	CC200
human	bioid	version1.1	experiment201	CC201
human	bioid	version1.1	experiment202	CC202
human	bioid	version1.1	experiment203	CC203
human	bioid	version1.1	experiment204	CC204
human	bioid	version1.1	experiment205	CC205
human	bioid	version1.1	experiment206	CC206
human	bioid	version1.1	experiment207	CC207
human	bioid	version1.1	experiment208	CC208
human	bioid	version1.1	experiment21	CC21
human	bioid	version1.1	experiment22	CC22
human	bioid	version1.1	experiment224	CC224
human	bioid	version1.1	experiment225	CC225
human	bioid	version1.1	experiment226	CC226
human	bioid	version1.1	experiment227	CC227
human	bioid	version1.1	experiment228	CC228
human	bioid	version1.1	experiment229	CC229
human	bioid	version1.1	experiment23	CC23
human	bioid	version1.1	experiment230	CC230
human	bioid	version1.1	experiment232	CC232
human	bioid	version1.1	experiment233	CC233
human	bioid	version1.1	experiment234	CC234
human	bioid	version1.1	experiment235	CC235
human	bioid	version1.1	experiment236	CC236
human	bioid	version1.1	experiment237	CC237
human	bioid	version1.1	experiment238	CC238
human	bioid	version1.1	experiment239	CC239
human	bioid	version1.1	experiment24	CC24
human	bioid	version1.1	experiment240	CC240
human	bioid	version1.1	experiment241	CC241
human	bioid	version1.1	experiment242	CC242
human	bioid	version1.1	experiment244	CC244
human	bioid	version1.1	experiment245	CC245
human	bioid	version1.1	experiment246	CC246
human	bioid	version1.1	experiment247	CC247
human	bioid	version1.1	experiment248	CC248
human	bioid	version1.1	experiment249	CC249
