Protein.Group	8971_Liu_Cov_Lysate_32-1-1_S1-A2_1.d	8973_Liu_Cov_Lysate_32-1-2_S1-A4_1.d	8975_Liu_Cov_Lysate_32-1-3_S1-A6_1.d	8977_Liu_Cov_Lysate_32-8-1_S1-A8_1.d	8979_Liu_Cov_Lysate_32-8-2_S1-A10_1.d	8981_Liu_Cov_Lysate_32-8-3_S1-A12_1.d	8983_Liu_Cov_Lysate_32-16-1_S1-B2_1.d	8985_Liu_Cov_Lysate_32-16-2_S1-B4_1.d	8987_Liu_Cov_Lysate_32-16-3_S1-B6_1.d
Q70CQ2	8422.64	6878.67	6938.96	7407.91	6714.48	7502.19	8562.11	10066.7	9463.01
Q14738	1719.34	2030.04	1566.99	2106.51	1567.04	1829.39	1918.29	2439.15	1634.85
P29016	3075.9	1898.49	1475.72	1525.31	1620.62	1918.68	1446.86	2096.83	1771.27
Q9BV20	21605.8	21385.5	22338.0	21482.6	24842.2	26439.9	28120.2	26976.4	26783.4
P46094	8627.06	8979.86	8910.49	11724.7	11989.3	11785.5	11417.9	11190.8	11676.1
Q9UPR0	25793.5	23814.3	26035.3	22162.6	17000.2	18913.6	20224.7	21336.6	19600.8
Q15124	87335.5	94182.9	81508.9	94572.2	95879.0	99380.6	114680.0	109639.0	115397.0
Q8NH04	2994.99	3255.64	2938.93	2439.94	2986.36	2704.7	2189.02	2242.19	2266.77
Q9P2P6		7310.47	8644.04		5657.11	4547.63	5496.57	6317.64	6755.34
P46459	20946.8	23570.5	21994.8	25090.0	25146.3	25290.7	26954.8	28372.0	28155.7
A0A8V8TMC4	5754.01	5893.38	6574.81	5526.12	6594.2	4230.13	8678.06	4447.09	7245.02
Q8N9N7	34519.2	39505.1	38951.5	30156.3	29753.8	32354.6	36388.4	37922.3	38826.0
Q9ULL0	19724.0	18640.9	16268.1	17165.1	15960.3	17301.7	17248.8	16137.0	20169.0
Q16763	47595.1	57554.0	57560.5	47694.8	56636.3	47245.1	56105.8	68625.8	56627.1
Q9BZ67	35328.3	31191.3	32768.1	30633.9	30726.2	30546.4	27909.2	31346.5	28557.4
Q6PJG2	15415.5	12624.9	18298.5	12419.7	13256.3	14180.6	10347.5	9217.85	7458.41
O00337	6868.84	6194.25	6468.41	5151.75	3874.9	5073.9	3374.03	3081.48	2997.12
Q9NR90	7500.06	7277.57	6954.23	5772.76	7796.17	4742.78	5107.53	4813.2	5750.31
Q9BTU6	48173.2	47984.6	46676.1	57900.8	59361.1	59412.9	62853.0	60223.6	61642.3
B4DYI2	15136.1	13844.5	13486.8	11262.4	12026.7	12644.1	11086.3	11944.8	11924.8
Q9ULS6	123596.0	136855.0	126330.0	147299.0	164961.0	165304.0	173420.0	169324.0	177795.0
P51878	19133.7	18818.1	20709.1	23770.6	23943.6	25705.6	27412.8	26908.6	25831.2
Q8N5S3	3987.15	7546.28	6844.74	4226.12	4379.96	7181.22	4362.32	4223.02	4700.86
O95639	72895.0	66523.4	69315.5	66373.9	73048.4	81751.8	77566.3	70475.2	61890.3
Q9NZI5	12456.5	13429.6	13313.6	12537.1	12749.4	13328.7	12978.1	12296.7	13160.2
A8MQT2	12922.4	13385.7	11366.1	15367.8	13919.8	14070.0	16629.5	15956.2	14778.5
P60153	548.044	2681.72	1190.74	2617.56				2354.96	
P56192	38078.8	40249.8	34754.8	28254.1	28172.4	25234.8	24552.5	24766.8	25459.3
Q66K79	3785.46	4733.01	3730.8	2249.51	2621.75	2252.47	2914.82	2672.84	3170.16
Q9H8M9	21633.9	21113.8	19835.8	22071.9	21206.4	22474.3	22134.0	22864.8	23580.3
Q495Y8	627.452	911.509		453.009		776.647	622.003	1007.13	1002.35
Q9Y5H3	3502.69	5414.45	4209.01	3085.13	1945.26	3886.28	3445.41	2151.75	3518.91
Q03154	6015.98	6552.66	4972.93	4994.5	7491.49	5697.89	6591.64	5887.21	6064.02
Q9ULB4	63004.1	66302.4	63282.7	33627.3	35228.3	38776.2	37028.1	42415.2	39894.4
Q9BZG1	31529.2	25079.4	27335.9	29403.6	31818.3	27019.4	33293.9	29351.7	30343.9
F5GYI3	19124.4	18699.8	20280.2	21113.3	21233.4	19639.0	21614.9	21226.2	18668.0
Q8TED1	5053.73	6640.93	4458.76	6956.33	7073.35	8665.55	7402.25	8031.13	7729.6
P23527	35871.1	29271.4	33085.5	26630.3	25604.6	21217.6	23717.8	28531.8	22323.4
Q9NRL3	3932.84			4878.72	6925.18	6283.81	3847.19	5168.29	4789.97
L0R819	5129.47	6778.09	6966.09	4284.38	4217.97	4252.75	6316.72	6566.72	5426.57
Q76KX8	5048.52	4666.44	6075.3	5817.0	5460.71	6963.63	5952.29	6276.18	6354.62
Q04671	8400.83	9802.88	8834.12	7611.99	7489.49	7951.61	7695.72	8790.4	8309.53
Q8WWB7	6689.29	6549.35	8847.79	4760.15	7784.47	7902.19	7594.71	7862.27	8034.14
Q15777	5285.96	5838.97	4918.34	6174.53	5783.93	6315.66	6289.28	7835.39	6249.05
P10243	17413.3	17078.9	17635.4	18336.1	17269.5	17205.1	16986.2	20695.5	18297.7
Q8WVE7	223.853	1025.53	1078.43	881.7	901.634	1500.69	706.842	857.035	562.107
Q8MH63	5903.7	15620.6							
P00751	577360.0	713479.0	727776.0	726907.0	689201.0	716374.0	585474.0	604039.0	668409.0
P78424	62394.5	79959.0	73720.1	62037.9	68817.4	74738.5	59327.9	68935.5	62351.7
O75414	1380000.0	1830000.0	1650000.0	2070000.0	2140000.0	1940000.0	1630000.0	1470000.0	1440000.0
O43451	11804.7	9984.25	12203.9	8905.9	9654.23	10649.8	11527.0	10459.4	11322.6
O95551	12553.8	8499.9	10399.5	9343.71	10064.3	8286.68	10438.0	11261.7	12200.1
A0A0B4J1V7	7792.31	8177.79	8434.34	9541.83	8966.61	8514.43	10514.1	10575.4	11011.2
Q9UKT4			5163.39			4744.11	4461.75		5204.69
Q6PJF5	37497.8	37842.6	35160.8	36768.8	36311.4	33156.6	27873.2	23736.6	26115.0
Q6JQN1	11248.8	10901.9	10007.9	9085.37	16219.4	15320.4	9279.17	9360.26	9193.5
Q9BXU3	2321.87	4412.73	3676.99	2898.92	2509.16	1947.98	2126.76	2783.08	3155.81
A0A3B3IT45	7329.3	8987.23	8100.69	5804.3	4631.26	5904.66	6626.12	6733.96	7762.67
O75420	6677.8	4566.65	6555.99	5086.67	4635.89	4181.82	3514.46	3916.64	4291.27
P78509	5720.45	5539.07	5440.72	4701.08	4777.83	4571.3	3860.27	4655.97	4495.53
P53672	10921.0	12227.3	11440.0	10093.0	8583.28	10435.5	9255.0	9382.99	10229.3
P58182	3514.82	4711.57	4165.81	4776.4	3710.73	3656.08	4620.19	3694.2	4388.5
Q86SK9	7917.85	6658.35	8082.27	8211.33	9228.09	7663.23	7929.73	8727.06	8360.5
Q9Y5Q5	9648.34	10699.0	11928.6	8210.01	7362.8	7406.67	7050.34	7175.34	6036.19
Q9UQB3	5460.98	5478.07	6639.69	6359.81	5725.97	4645.5	5498.34	5386.91	5721.52
Q96M85	21468.3	21938.3	23233.3	27429.9	29609.5	28425.1	26493.8	28296.6	27881.8
Q8NGR4		6544.67	12664.5		16055.7	11245.2	11461.4	8843.36	10065.6
Q9C0B2	12169.2	12750.1	13091.5	14058.0	14437.3	15288.5	15185.6	16427.6	15936.5
Q9NZB8	2189.08		1478.63		34386.5	1118.32	1487.02	1905.49	3154.95
P28324	7188.33	7971.39	7440.53	7915.87	8238.58	8842.45	8827.81	8669.93	8073.81
Q96BH1	7222.06	3923.08	4260.08	3793.57	4321.47	3869.97	3505.62	4031.5	4017.0
Q6ZVS7	10046.6	11641.0	10654.0	7123.83	7424.08	7232.84	7820.38	9257.11	9613.3
O95721	6806.86	8117.61	7535.76	7950.49	7020.76	7613.92	7434.58	7421.99	6947.24
O75534	2908.31		3401.11		2959.08	2858.24	2438.07	2158.77	1756.78
Q5VU36	9896.96	9087.25	11573.8	8467.09	8072.54	7294.93	6547.15	8473.27	9784.16
P10147	6088.34	4481.37	6405.53	5834.55	6727.66	6583.06	7607.93	7494.62	7565.97
Q9H633	8780.01	10185.6	10243.5	6594.88	8284.48	6900.58	7438.66	7491.07	5915.87
Q13387	70357.0	71771.6	72329.8	59673.1	61841.0	59425.8	65353.2	69141.1	65269.2
Q33E94	47074.1	51166.3	56599.4	87480.4	82179.3	82045.8	73319.4	74420.9	52047.3
Q4VCS5	8524.11	5881.24	7539.06	8740.14	9311.58	9097.05	9032.97	8697.39	8243.62
Q5GAN3	2055.84	1614.02	2131.5		1839.16	2253.7	1775.52	1856.95	1912.52
Q9C037	2468.15	2723.19	2571.13	3085.47	4013.03	3793.07	4736.52	4400.26	4889.91
Q8WXG1	17900.3	14785.1	15597.4	19680.8	20347.7	20742.7	20712.7	19057.8	16624.1
Q8TF64	245356.0	249230.0	227125.0	172314.0	186445.0	188220.0	152253.0	151654.0	157594.0
A0ZSE6	403163.0	431992.0	420855.0	317229.0	313407.0	340639.0	322459.0	306642.0	312280.0
A5X5Y0	4635.86	4633.35	5302.47	3323.37	3642.82	4244.49	2895.48	3174.99	3454.39
Q9BSE5	23252.1	22614.6	24948.5	16093.2	17362.8	17206.9	14408.2	17029.4	16949.0
Q969H4	175347.0	177750.0	182746.0	166887.0	165408.0	170998.0	188944.0	197556.0	189983.0
Q08426	4115.38	2581.24	3606.37	2324.59	2409.51	2703.2	2547.67	2483.95	2042.14
Q8NHL6	16699.5	20255.9	18248.8	12660.5	13493.5	12889.8	14508.5	13778.6	13780.9
Q5JVG8	8432.81	7598.15	8482.47	6254.67	7408.36	7138.61	7690.96	8528.71	8534.56
A6NFR6	2760.31	1826.95	1802.19		1777.95	1877.18	1480.54	923.506	692.598
Q71RH2	3676.27	3813.68	3200.36	2118.16	3179.27	2987.47	2730.44	2248.5	2952.2
O75462	5417.73	5344.58	6276.3	6942.39	7358.47	6685.74	8445.88	7251.38	9310.36
Q86XI8		1667.19	1210.73	1868.8		818.142	1432.6	1222.68	946.774
Q8NGI8	2944.72	4884.18	5077.95	4832.11	4967.3	4894.61	5311.2	5684.97	5291.4
O15335	4891.05	6680.86	5485.33	3101.86	4297.54	4297.84	5135.84	5035.91	5373.48
Q96M98	224004.0	247039.0	255419.0	216826.0	199312.0	203013.0	177655.0	188572.0	181748.0
Q96BI3		3629.7	2931.01	2765.11	2264.96	2880.75	2529.24	2101.27	2301.17
Q6ZN30	67860.7	69284.1	69548.8	78722.3	81865.0	77586.7	75507.1	77970.4	79505.2
P01033	9978.62	8618.88	7886.74	12367.1	13439.3	11103.2	9967.82	10207.2	9047.22
O95865	1662.82	3465.44	3724.74		2439.18	2412.01	2170.96	2083.22	2174.59
Q9NUU6	786.061	436.663	1450.93		1346.31	1118.11	1890.91	1024.34	256.648
Q5QJE6	7594.1	6701.16	5129.09	5656.96	5668.31	6429.62	5303.21	5826.87	5766.69
P51116									
Q00341	25051.7	28099.4	31401.3	34689.0	34675.9	36249.9	35809.4	40305.0	40984.9
Q5TKA1	12020.5	11371.8	11052.3	14246.7	13756.6	12801.7	15144.1	14926.1	14225.7
Q9BUZ4	5436.4			6457.37	6478.52	6379.98	4431.92	5185.42	
P67809	35211.4	35766.3	34272.0	42909.4	41743.8	43371.6	40037.6	37828.9	42042.2
Q96EH5	5602.49	6720.03	6520.69	3939.4	5122.12	5261.97	4827.83	4808.53	5162.87
Q9NX65	4200.06	6546.26	7470.01	4310.24		4872.94	4089.14	3452.94	4077.22
P49458	15784.1	15282.1	13885.3	17229.1	17968.7	18675.2	18282.9	19145.6	20938.9
P52655	996.814	510.571	913.626	618.436	342.226	461.843	504.265	463.628	560.094
O14595	3636.89	3196.97	2728.92	2760.61	2588.47	2141.13	3040.41	2891.9	2910.14
Q7L9L4	1426.51		1020.82	958.318	1016.74	1023.0	1014.01	1135.79	1712.35
P55290	14435.3	15246.8	16654.7	15668.3	17252.6	17627.5	13557.0	14429.7	14165.1
Q9NUR3			6116.23	4351.33	3962.52	4268.02	6296.15	4892.87	4121.44
Q86WR6	1719.49	2133.12	2183.91	2052.76	2442.46	3232.92	1795.81	1487.39	1686.11
P25325	52807.8	51333.8	50694.0	51349.6	53659.3	52340.0	54826.4	53963.1	52530.0
Q9Y615	2553.57	2703.29	2350.99	3021.08	2817.07	2150.61	2872.76	1687.52	2020.19
Q9Y5S1	6071.86	4782.13	3997.05	4841.13	4371.08	3725.13	3552.37	3898.57	3480.57
P84101	3683.97	3259.69	2554.24	3768.47	3363.12	2622.37	4219.22	3913.05	3555.3
Q86X19	63425.1	59659.8	71417.1	61439.3	50029.1	48863.7	49592.9	54106.8	55963.4
Q9P0P0	3471.12	4130.65	4786.28	5293.91	4644.29	4659.59	5758.1	5877.26	6454.6
Q9C0C7	69032.9	66907.5	69169.6	85329.2	83942.2	80410.4	89806.3	97001.0	92289.3
Q9H4K1	43281.4	46618.7	47060.9	54473.7	57061.7	55455.0	63248.2	64994.3	66671.0
P09497	47077.2	58208.1	54575.9	68509.9	66835.2	69674.0	69683.0	73470.8	72619.3
Q8WTR8	5279.03	5988.8	6686.43	6408.06	6859.21	6485.66	6869.57	6451.22	7044.72
A0A5A6	175416.0	176500.0	174335.0	157308.0	161998.0	159697.0	127087.0	130770.0	121629.0
O00591	9113.24	7917.92	9280.84	4289.47	7035.77	5784.8	4915.31	6919.0	6076.01
Q13905	22159.2	25910.7	24204.3	23356.7	22649.5	22564.3	23089.3	22414.2	20966.7
Q8IYD2	14878.1	14434.5	14859.1	14385.5	15252.1	14952.6	15706.9	15646.1	16573.4
Q8NE28	25141.3	24108.9	22223.8	26913.6	28068.1	28711.7	26100.6	24228.5	25408.7
P0C7P1	2095.65	1899.96	2253.07	1464.58	1198.29	1042.95	1099.83	2070.93	1561.06
O75607	5716.35	5094.45	5864.55	4281.72	4775.75	4716.02	4694.64	4592.98	4603.28
Q96AM1	7799.2	8789.89	8125.11	8149.4	8094.06	7904.07	6741.45	6865.6	6938.8
Q8N6M8	889.925	1774.66	1418.94	947.093	1358.91	1148.26	1351.23	1286.41	1066.32
Q96EN8	3604.3	3690.65	3988.18	4826.03	3980.45	3531.05	4829.37	5552.36	4234.54
P0DMQ5	17127.6	18994.5	20503.0	20289.3	21814.6	21178.9	25679.7	25515.1	23859.8
P55786	19411.4	18646.5	21478.0	21174.8	20794.8	26630.6	23112.4	22316.1	19263.9
Q8N128	14681.4	13997.3	13671.8	9776.14	9663.36	8795.63	9504.34	10662.1	9904.04
Q9NQV6	76209.7	81439.1	82450.9	92807.2	89265.6	90201.5	101104.0	99647.5	95110.5
Q6UN15	15929.1	21531.4	20912.1	16217.1	16814.3	20356.0	23664.2	20816.1	22092.9
Q9Y6W8	9316.22	8377.41	7970.81	8042.68	9404.01	8490.65	10611.2	10927.3	9878.34
Q8WXD5	35282.3	29507.5	32053.2	43423.0	43125.8	49098.4	35069.8	38630.7	23571.0
P46109	25227.5	27705.4	25463.3	27768.2	28539.5	27424.1	31104.6	32009.5	34090.8
Q3C1V8	13379.9	11883.3	12096.5	12655.3	11060.0	11647.6	11876.4	11368.2	12327.0
Q8N323	77747.7	80772.5	84184.8	64391.5	62666.1	62494.2	61159.0	61818.3	63262.4
Q9HBV1	22676.3	21751.5	21174.5	16998.3	16786.5	16134.1	16314.1	15520.1	15517.3
W5XKT8	6123.63	5951.76	6365.57	5742.29	6070.51	6185.67	6561.5	7128.43	6760.65
Q96BR6	4237.53	6706.83		5197.97	6322.84	9516.18	5864.45	4660.13	5638.41
Q6P5X5	8137.63	6423.65	6294.54	4472.08	4140.21	4516.58	5035.44	4753.85	5145.32
P58005	2700.18	4580.14	3477.3	2097.89	3281.89	1822.14	2525.64	2516.97	3525.36
Q9P016	5954.32	5607.57	5075.64	4978.07	4730.39	5817.68	5510.31	5549.89	6117.9
Q92748	10701.2	10511.9	9908.07	10663.8	10732.6	13085.6	11334.2	13556.6	12681.5
Q5TAB7	10277.6	8433.65	7001.36	8018.36	5862.94	8697.82	7081.05	8316.04	7196.87
Q96LB2	5393.39	6123.93	5392.29	7944.02	6954.69	7663.36	9026.03	9382.07	9310.3
P08582	67263.0	57855.8	62259.9	59048.9	56991.6	61175.5	57431.5	58347.7	57420.4
P50416	20153.3	20552.9	18996.6	22033.8	20591.5	20048.0	23828.2	22510.0	25314.2
Q9BSH4	2701.12	3154.5	2649.78	3327.14	3201.83	3433.4	4043.1	4169.3	3758.78
Q86UW6	4907.3	5211.87	4483.44	5226.78	5413.6	5507.92	5640.73	5619.41	5893.73
Q9BZ19	1707.1	1693.16	1650.3	1958.95	2438.09	1561.36	2325.45	1571.72	1461.14
Q8TE69	6587.43	5218.45	6706.23	7828.04	6134.02	4568.49	7735.9	9128.09	6649.94
Q9Y5H6	17025.9	18312.7	18866.1	22980.7	22352.7	21009.4	26544.4	22511.4	27358.3
Q96EY9	202772.0	197285.0	213688.0	168522.0	170678.0	176689.0	150243.0	165864.0	166110.0
P08908	5990.99	5744.59	5375.5	4517.4	5125.29	4798.66		4259.68	3090.53
Q7Z3D6	7663.92	5086.63	4673.88	2790.22	3447.16	3772.37	3241.72	3136.98	2868.09
Q92535		639.768	516.067	754.42	533.183		1161.54	845.871	841.142
P11413	3078.32	4044.53	3908.65	3899.6	3662.7	4925.61	3842.16	4439.22	5185.65
O95861	13002.5	12902.3	12249.7	8554.08	8628.73	8192.22	10915.3	11240.8	10225.2
P26641	13314.0	12930.5	13086.8	10168.7	11814.0	11056.0	11233.7	10774.2	9145.22
P07225	7064.4	8040.11	7960.94	7806.01	7781.46	8124.97	8862.9	8353.29	8825.3
Q6ZN03	25472.0	21413.1	19973.1	23810.0	23534.9	22606.9	22572.0	20131.7	21801.7
Q9Y235	3855.68	4616.98	4028.68	2100.37	2545.99	4130.99	2662.53	3632.02	3364.4
A4D1F6	1459.81	1611.74	1571.01	686.5		464.924	824.946	940.628	941.717
Q96T52	31412.7	34003.1	33362.8	26533.5	31676.1	31255.0	26278.5	31233.2	27188.8
Q96RU8	77437.7	76131.8	72901.1	76293.3	81560.9	78217.0	85558.5	89157.1	87218.0
Q8TAF7	101581.0	95266.2	90717.4	65832.7	69753.7	74821.6	64734.8	69032.4	61345.6
Q9Y2G7	7320.06	9287.18	9495.29	4995.62	4901.38	4603.93	8212.09	6203.58	7010.6
O75388	4217.62	6283.82	4313.93	4292.55	4666.63	5042.29	5756.43	5684.43	5295.38
Q9BZD4	4998.59	4884.33	3865.97	8645.57	3905.72	6091.56	4890.51	4815.25	4740.21
Q9BYR9	3771.63	3523.17	4928.82	3974.03	3041.43	4199.19	3052.8	4299.59	3799.6
P35612									
Q12950	3774.52	5170.64	4516.51	2793.23	4105.1	3926.45	4497.75	3996.07	6397.42
Q8N4L2	810.31	736.219				506.068	325.53		
Q96P71	26569.1	31803.1	28012.0	18681.7	22443.7	20782.3	23376.2	27512.6	27642.4
O75072	3540.94	3375.03	4066.61	3324.14	4858.4	4993.58	3899.32	2548.39	4027.89
Q9Y2Z2	17308.0	19970.8	20239.8	21023.6	19970.9	17616.6	19643.7	18273.5	18053.2
Q9H9G7	591.612	555.502		709.015		676.82	522.58	595.438	804.442
Q6UXV0	33038.2	29100.2	30772.5	22592.6	25809.5	22965.0	21368.8	22808.9	22444.4
Q5VZ66	7726.85	6394.65	6389.51	5508.73	7591.79	5141.8	6119.16	4776.29	6048.12
Q9NRN9	14502.8	13868.7	15731.7	14360.2	15830.9	19068.3	16726.2	16607.8	15530.5
Q13753	647.516	1045.32	561.2		297.505		580.133	434.924	533.803
Q7RTR0	18254.7	15104.8	15475.2	16420.9	22842.0	17761.0	17043.9	18241.2	17353.3
Q86Y13	10996.2	10920.9	11117.8	10696.6	11910.7	11627.5	11617.6	12111.8	10351.1
Q8NGH7	2836.98	3042.79	3313.13	2418.38	2854.27	2388.73	2341.96	2262.41	2720.46
O15541	10618.7	13880.0	13756.6	11999.2	14221.4	12670.3	15983.2	16600.6	18945.6
Q9Y6R1	10838.7	9403.09	10746.6	9337.47	9728.62	9804.92	10392.9	7893.14	9181.02
Q9BXP5	8819.43	7685.05	7615.85	4931.4	5044.6	5116.87	4704.61	5880.76	5527.47
O43194	2005.3	2262.91	2297.24	2160.63	1667.69	2305.18	2216.51	2241.17	2376.27
Q8N3T1	26851.9	30595.8	27981.4	19724.8	19222.3	17963.1	18684.8	18698.5	18630.8
Q29980	5764.44	4309.3	4361.0	4854.62	4439.04	4542.89	4379.97	5745.29	4274.51
Q8NGP2	5846.53	3734.6	5054.32			3547.78	4876.73	3190.5	2960.11
Q5TEC6	8713.14	9278.99	9132.03	9054.09	9958.95	10419.4	9870.51	10614.2	10255.0
Q9NQZ6	2389.81	2152.71	1849.69	2082.45	1974.44	2652.6	2201.82	2896.16	2879.19
Q496M5	6392.49	7048.1	6208.67	5580.48	6322.17	6700.54	5507.5	5889.37	6877.85
P0DP02	21323.8	21019.4	24378.3	22159.4	22709.8	23882.4	30180.8	30147.3	30844.4
Q9NRG7	2509.03	2721.28	2464.83	2088.5	2314.52	1535.38	1763.98	2029.28	2340.25
P55318	21104.8	23208.5	19690.9	14872.2	16584.4	14057.6	15340.7	15931.3	15117.3
O00244	3000.79	3223.38	3036.75	3811.16		2718.81	2560.3	2910.26	2878.35
Q9UFB7	3787.23	3028.35	3843.66	3167.99	4310.8	4114.02	4221.15	4153.49	4551.98
Q86UA6	2891.02	3180.86	3440.39	2191.12	2431.69	1721.39	1270.81	1287.45	1696.33
Q9ULG6	5998.41	5588.15	5763.23	5478.55	6354.53	6451.21	7635.86	7011.37	6625.06
Q9P0U4	22862.6	24900.1	22868.7	23920.9	22999.4	23203.4	23051.8	23591.6	23669.7
Q8N895	10230.4	7732.43	8339.27	8625.16	9986.77	8954.43	10910.7	11349.5	10969.7
Q9P2B4	115711.0	124378.0	126775.0	139705.0	146741.0	142716.0	136308.0	137746.0	132217.0
A0A8V8TPE2	2995.5	1844.89	2065.84	3928.66	2895.04	3404.39	2867.66	2302.42	2308.33
Q8NGC3	4987.26	4419.58	3807.36	4141.79	4062.07	4524.37	4789.37	4828.52	5251.42
P22079	5396.58	5040.14	4964.72	3371.23	4554.46	4220.88	3605.08	3472.37	5299.62
O00585	7989.44	8894.0	7296.42	7956.61	9220.01	10297.3	9448.54	7167.06	9860.3
Q5HYK9	28460.4	32613.8	31459.4	18316.7	23275.8	19576.5	19746.5	20372.6	20562.5
Q9Y5N5	72610.4	73980.1	69800.7	64225.9	65965.5	69831.5	75128.7	77265.4	74449.6
Q9HCG7	11261.0	11534.2	10722.9	9718.59	10310.9	9794.38	8766.08	9482.21	8833.37
Q96MF4	7601.38	11476.2	10406.6	6224.19	8678.24	9783.54	6931.6	8057.0	8590.36
A0A075B700	10669.8	8815.25	9493.38	9257.18	9434.59	8160.74	7746.77	7217.09	7776.11
Q9H7T9	6121.68	6250.44	6262.82	6890.21	7086.21	6446.89	7460.02	7116.14	7092.88
Q9H0X4	9022.53	9189.76	7959.07	8560.87	7017.86	7042.42	9205.61	8898.51	10057.8
Q96DE5	10583.7	11310.8	12505.1	11844.1	13304.4	11479.5	12512.5	13105.2	12447.6
P49796	21465.8	19699.1	20080.6	22144.7	22610.3	24394.7	23449.5	23965.5	23842.4
Q9UKX3	2219.25	2174.46	2239.58	2720.76	2094.15	1395.74	1786.69	1564.57	2283.91
Q9NX52	4880.09	5188.28	5960.9	5480.92	6909.67	5671.19	6513.84	7830.44	7325.18
Q5T5P2	7363.48	5859.89	7886.48	5471.64	5575.53	5663.63	5423.53	6696.54	6413.9
Q9Y5F7	1984.15	1827.01	1146.03	1950.84	1184.38	1424.85	1413.83	2444.07	2137.03
Q9Y3E0	6543.57	6271.13	5054.69	4541.47	6340.03	5251.68	6655.92	6424.76	6169.44
Q6P3X3	25689.0	32309.5	31493.7	21996.2	20888.8	22019.8	23617.2	27721.3	26504.8
P55259			855.211	850.647	488.484		772.373	852.988	743.439
Q7Z4B0	3044.88	2989.28	3219.43	1847.73	1840.29	2147.48	2596.67	2770.82	2021.33
Q9BZS1	775.412	960.446	577.878	649.766		852.194	745.265	768.093	653.812
Q9BUT1	7841.32	7281.24	8283.67	7208.64	7983.09	7848.73	8170.01	8219.51	6715.62
P19532	14248.2	13675.4	13549.2	16269.2	14444.7	13800.0	16673.5	17039.4	19110.6
Q8N8J0	8165.74	8114.96	7520.4	4903.81	4711.93	5556.88	7462.19	6530.92	6462.81
O75581	7284.06	7620.32	5188.8	6853.87	7981.24	6310.66	8870.83	9368.64	10294.5
Q13523	74511.6	75368.9	78038.1	67827.7	75616.0	79925.9	82823.0	80221.3	75364.1
Q4G163	84386.3	78851.6	74370.4	61017.8	60902.6	61798.4	55118.0	53824.6	56672.8
Q9ULQ1	8095.63	8369.36		8698.07	7978.11	7500.15	9581.64	9769.36	9759.05
Q9ULK6	5312.31	6830.83	7052.35	7370.28	7666.46	7548.02	7850.27	8118.67	7375.28
P47944	15864.2	12168.2	14147.2	12939.8	14746.5	14212.3	14733.9	15353.5	17709.6
Q9BXS0	10311.7	9293.3	10383.3	7537.44	8590.96	8253.04	7165.07	7492.9	8365.76
Q14444	6111.2	7114.53	6677.61	10487.7	8839.79	10724.9	9024.1	6814.66	5293.84
Q8IZQ5	6539.08	5741.64	6614.31	6876.51	6601.06	6547.31	6795.78	6734.81	7391.57
Q8NGR5	6264.03	6563.04	6559.87	5463.07	4984.74	4952.76	5452.06	5386.01	5857.48
Q96F15	1150.46	1620.34	1507.76	2340.04	2723.13	1621.88	1676.94	2179.06	2862.12
Q14586	10299.8	7665.39	10747.0	9152.77	9865.12	10582.6	8811.16	9558.36	9255.55
A0JLT2	3138.22	2743.97	2126.49	2332.74	1312.09	1345.83	1818.31	1801.56	1896.55
Q8N9V7	7453.06	11535.7	9298.42	5203.82	7676.54	4789.06	6878.36	8802.59	9176.15
P43251	9695.54	9784.42	9396.66	7708.31	8295.81	8866.6	7887.7	8356.78	9199.72
P09669	17090.3	15620.8	14407.7	19123.5	19156.3	18968.7	18494.5	19147.8	18046.0
Q8N1D5	2997.36	4462.64	5614.51	3525.62	3745.04	3710.1	3982.35	3910.81	4944.08
Q92478	3611.63	4733.78		4672.53	3743.02	3399.47	2437.81		2794.24
Q99884	6160.41	7003.54	6554.03	6555.96	6636.22	6403.07	6065.03	6389.02	6646.96
P61916	179080.0	168864.0	164461.0	173207.0	170226.0	188347.0	187952.0	188866.0	191591.0
Q03403	108987.0	118012.0	116044.0	89945.7	90203.2	90663.4	86167.3	83006.9	85565.4
Q9HB58	3629.66	2644.25	2567.13			2481.34		2557.12	2749.0
P30530	471.507	723.21	1148.01	1062.08	703.382	791.021	603.062	732.965	964.623
P30520	61570.6	65674.4	63023.8	50923.9	51604.5	54550.6	52652.5	50108.1	51935.8
Q9H1K6	5874.7	7398.57	6141.6	5776.8	6201.39	6218.33	4766.97	3983.41	4521.15
Q9H0W8	13565.6	14683.0	14966.5	13408.2	14574.2	14603.7	12616.0	11207.7	12652.7
Q9P0M9	2563.09	1790.71	2986.13	3043.5	3692.45	2979.49	3570.96	2995.69	3449.56
O60725	10894.8	12472.6	12810.9	13156.0	13401.2	14475.5	13328.5	13583.0	12870.0
P23945	7850.74	9505.42	9141.53	5481.27	6525.43	6574.61	8209.34	7406.09	8457.95
A0A0B4J277	20187.0	22035.3	22277.0	25516.5	26243.1	26829.8	30126.8	28914.8	29192.3
Q5VVC0	9688.41	10076.2	9362.63	14774.9	13604.9	14208.8	16570.0	16547.8	17494.2
Q8WWL2	31715.7	32508.7	33184.8	38273.4	37948.5	35883.4	37193.6	33793.6	36586.3
Q9HCM1	7024.78	5467.0	4555.63	7222.1	7794.5	8989.57	6245.47	4907.05	5680.37
Q8NCQ5	9555.27	8978.4	9341.28	8032.93	9648.46	6929.76	9182.53	7185.2	7902.47
